Date current as of 9/27/21,,,,,,,,
,,,,,,,,
CAMPUS,Payer/Plan Name,DRG/CPT/HCPCS Code,DRG/CPT/HCPCS Description,Gross Charge,Discounted Cash Price,Negotiated Rate,Min Negotiated Rate,Max Negotiated Rate
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES VERIZON,97162,"VEST.REHAB-PHYS THERAPY EVAL,",423,100% of Medicare,95.37,46.36,338.83
NYEE,"WELLCARE OF NEW YORK, INC",97162,"VEST.REHAB-PHYS THERAPY EVAL,",423,100% of Medicare,102.69,46.36,338.83
NYEE,AETNA MEDICARE (P01) ESA PPO PLAN NET 03397,97163,"VEST.REHAB-PHYS THERAPY EVAL,",423,100% of Medicare,95.86,19.46,350
NYEE,AETNA MEDICARE (V03) PPO PLAN NET 03397,97163,"VEST.REHAB-PHYS THERAPY EVAL,",423,100% of Medicare,98.81,19.46,350
NYEE,BCBS FEP,97163,"VEST.REHAB-PHYS THERAPY EVAL,",423,100% of Medicare,242.28,19.46,350
NYEE,EMPIRE HEALTHCHOICE ASSURANCE,97163,"VEST.REHAB-PHYS THERAPY EVAL,",423,100% of Medicare,99.7,19.46,350
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS ESSENTIAL PLAN",97163,"VEST.REHAB-PHYS THERAPY EVAL,",423,100% of Medicare,207.87,19.46,350
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",97163,"VEST.REHAB-PHYS THERAPY EVAL,",423,100% of Medicare,197.5,19.46,350
NYEE,METROPLUS ESSENTIAL PLAN,97163,"VEST.REHAB-PHYS THERAPY EVAL,",423,100% of Medicare,198.38,19.46,350
NYEE,METROPLUS HEALTH PLAN,97163,"VEST.REHAB-PHYS THERAPY EVAL,",423,100% of Medicare,73.22,19.46,350
NYEE,OSCAR INSURANCE CORPORATION,97163,"VEST.REHAB-PHYS THERAPY EVAL,",423,100% of Medicare,159.54,19.46,350
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,97163,"VEST.REHAB-PHYS THERAPY EVAL,",423,100% of Medicare,279,19.46,350
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES OPT/PPO,97163,"VEST.REHAB-PHYS THERAPY EVAL,",423,100% of Medicare,350,19.46,350
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,97163,"VEST.REHAB-PHYS THERAPY EVAL,",423,100% of Medicare,178.53,19.46,350
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,97163,"VEST.REHAB-PHYS THERAPY EVAL,",423,100% of Medicare,99.66,19.46,350
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARECOMPLETE PLAN 1,97163,"VEST.REHAB-PHYS THERAPY EVAL,",423,100% of Medicare,96.17,19.46,350
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES UHC MEDICARECOMPLETE CHOICEPL1,97163,"VEST.REHAB-PHYS THERAPY EVAL,",423,100% of Medicare,96.17,19.46,350
NYEE,VNS,97163,"VEST.REHAB-PHYS THERAPY EVAL,",423,100% of Medicare,19.46,19.46,350
NYEE,AFFINITY HEALTH PLAN,97530,VEST.REHAB-TX ACTIVITY/15 MIN,286,100% of Medicare,49.41,30.7,49.41
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,97530,VEST.REHAB-TX ACTIVITY/15 MIN,286,100% of Medicare,41.77,30.7,49.41
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",97530,VEST.REHAB-TX ACTIVITY/15 MIN,286,100% of Medicare,44.92,30.7,49.41
NYEE,METROPLUS ESSENTIAL PLAN,97530,VEST.REHAB-TX ACTIVITY/15 MIN,286,100% of Medicare,37.59,30.7,49.41
NYEE,METROPLUS HEALTH PLAN,97530,VEST.REHAB-TX ACTIVITY/15 MIN,286,100% of Medicare,30.7,30.7,49.41
NYEE,AETNA AETNA CHOICE  POS II NET 00357,97535,VEST.REHAB-SELF CARE MGT 15MIN,286,100% of Medicare,120.57,29.19,120.57
NYEE,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,97535,VEST.REHAB-SELF CARE MGT 15MIN,286,100% of Medicare,110.69,29.19,120.57
NYEE,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,97535,VEST.REHAB-SELF CARE MGT 15MIN,286,100% of Medicare,98.87,29.19,120.57
NYEE,AETNA MEDICARE (V03) PPO PLAN NET 03397,97535,VEST.REHAB-SELF CARE MGT 15MIN,286,100% of Medicare,33.59,29.19,120.57
NYEE,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,97535,VEST.REHAB-SELF CARE MGT 15MIN,286,100% of Medicare,83.54,29.19,120.57
NYEE,EH FACET EFT,97535,VEST.REHAB-SELF CARE MGT 15MIN,286,100% of Medicare,43.73,29.19,120.57
NYEE,EMPIRE HEALTHCHOICE ASSURANCE,97535,VEST.REHAB-SELF CARE MGT 15MIN,286,100% of Medicare,39.94,29.19,120.57
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,97535,VEST.REHAB-SELF CARE MGT 15MIN,286,100% of Medicare,44.3,29.19,120.57
NYEE,GOLDCARE II,97535,VEST.REHAB-SELF CARE MGT 15MIN,286,100% of Medicare,32.57,29.19,120.57
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",97535,VEST.REHAB-SELF CARE MGT 15MIN,286,100% of Medicare,44.3,29.19,120.57
NYEE,METROPLUS HEALTH PLAN,97535,VEST.REHAB-SELF CARE MGT 15MIN,286,100% of Medicare,37.99,29.19,120.57
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MCADVANTAGE MOSAIC CHOICE,97535,VEST.REHAB-SELF CARE MGT 15MIN,286,100% of Medicare,29.19,29.19,120.57
NYEE,UNITEDHEALTHCARE SERVICES INC AND ITS AFFILIATES AARP MEDICARECOMPLETE PLAN 1,97535,VEST.REHAB-SELF CARE MGT 15MIN,286,100% of Medicare,38.71,29.19,120.57
NYEE,"WELLCARE OF NEW YORK, INC",97535,VEST.REHAB-SELF CARE MGT 15MIN,286,100% of Medicare,34.22,29.19,120.57
NYEE,AETNA AETNA CHOICE  POS II NET 00357,99201,Office/outpatient visit new,509.51,100% of Medicare,382.61,31.01,552
NYEE,AETNA AETNA CHOICE  POS II NET 10292,99201,Office/outpatient visit new,509.51,100% of Medicare,317.93,31.01,552
NYEE,AETNA AETNA HEALTH NETWORK OPTION  8480  (OPEN NET 01960,99201,Office/outpatient visit new,509.51,100% of Medicare,382.61,31.01,552
NYEE,AETNA AETNA HEALTHFUND  AETNA CHOICE  POS II NET 00357,99201,Office/outpatient visit new,509.51,100% of Medicare,382.61,31.01,552
NYEE,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,99201,Office/outpatient visit new,509.51,100% of Medicare,382.61,31.01,552
NYEE,AETNA AEXCEL  PLUS AETNA CHOICE  POS II NET 00357,99201,Office/outpatient visit new,509.51,100% of Medicare,349,31.01,552
NYEE,AETNA MEDICARE (V03) PPO PLAN NET 03397,99201,Office/outpatient visit new,509.51,100% of Medicare,31.01,31.01,552
NYEE,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,99201,Office/outpatient visit new,509.51,100% of Medicare,382.61,31.01,552
NYEE,AETNA OPEN CHOICE NET 00391,99201,Office/outpatient visit new,509.51,100% of Medicare,275,31.01,552
NYEE,AFFINITY HEALTH PLAN,99201,Office/outpatient visit new,509.51,100% of Medicare,186.75,31.01,552
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - ALIESSA,99201,Office/outpatient visit new,509.51,100% of Medicare,177.46,31.01,552
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - NON ALIESSA,99201,Office/outpatient visit new,509.51,100% of Medicare,165.46,31.01,552
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,99201,Office/outpatient visit new,509.51,100% of Medicare,177.46,31.01,552
NYEE,GHI FED FACETS,99201,Office/outpatient visit new,509.51,100% of Medicare,318,31.01,552
NYEE,GOLDCARE II,99201,Office/outpatient visit new,509.51,100% of Medicare,135.12,31.01,552
NYEE,GROUP HEALTH INC,99201,Office/outpatient visit new,509.51,100% of Medicare,318,31.01,552
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS ESSENTIAL PLAN",99201,Office/outpatient visit new,509.51,100% of Medicare,248.44,31.01,552
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",99201,Office/outpatient visit new,509.51,100% of Medicare,172.12,31.01,552
NYEE,MERITAIN HEALTH Aetna Choice POS II,99201,Office/outpatient visit new,509.51,100% of Medicare,389.77,31.01,552
NYEE,METROPLUS ESSENTIAL PLAN,99201,Office/outpatient visit new,509.51,100% of Medicare,177.46,31.01,552
NYEE,METROPLUS HEALTH PLAN,99201,Office/outpatient visit new,509.51,100% of Medicare,173.91,31.01,552
NYEE,METROPLUS HEALTH PLAN - HHC,99201,Office/outpatient visit new,509.51,100% of Medicare,154.51,31.01,552
NYEE,MVP Health Plan Not Assigned,99201,Office/outpatient visit new,509.51,100% of Medicare,137.88,31.01,552
NYEE,NYSDOH,99201,Office/outpatient visit new,509.51,100% of Medicare,160.88,31.01,552
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC,99201,Office/outpatient visit new,509.51,100% of Medicare,552,31.01,552
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,99201,Office/outpatient visit new,509.51,100% of Medicare,552,31.01,552
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES TRANS WITH BH,99201,Office/outpatient visit new,509.51,100% of Medicare,157.67,31.01,552
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,99201,Office/outpatient visit new,509.51,100% of Medicare,177.46,31.01,552
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN PLUS COPAY,99201,Office/outpatient visit new,509.51,100% of Medicare,178.17,31.01,552
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN PLUS NO COPAY,99201,Office/outpatient visit new,509.51,100% of Medicare,200.53,31.01,552
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN STANDARD COPAY,99201,Office/outpatient visit new,509.51,100% of Medicare,200.53,31.01,552
NYEE,AETNA AETNA CHOICE  POS II NET 00357,99202,ENT - NEW PT LEVEL 2,509.51,100% of Medicare,382.61,64.47,552
NYEE,AETNA AETNA HEALTHFUND  AETNA CHOICE  POS II NET 00357,99202,NEW PT VISIT LEVEL 2,509.51,100% of Medicare,382.61,64.47,552
NYEE,AETNA AETNA HEALTHFUND  AETNA OPEN ACCESS  ELE NET 01344,99202,ENT - NEW PT LEVEL 2,509.51,100% of Medicare,423.17,64.47,552
NYEE,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,99202,NEW PT VISIT LEVEL 2,509.51,100% of Medicare,407.82,64.47,552
NYEE,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,99202,ENT - NEW PT LEVEL 2,509.51,100% of Medicare,414.4,64.47,552
NYEE,AETNA AETNA SELECT  8480 NET 01344,99202,ENT - NEW PT LEVEL 2,509.51,100% of Medicare,382.61,64.47,552
NYEE,AETNA AEXCEL  PLUS AETNA CHOICE  POS II NET 00357,99202,NEW PT VISIT LEVEL 2,509.51,100% of Medicare,378.77,64.47,552
NYEE,AETNA ELITE PPO NET 03397,99202,NEW PT VISIT LEVEL 2,509.51,100% of Medicare,356.66,64.47,552
NYEE,AETNA MEDICARE (V03) PPO PLAN NET 03397,99202,ENT - NEW PT LEVEL 2,509.51,100% of Medicare,64.47,64.47,552
NYEE,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,99202,NEW PT VISIT LEVEL 2,509.51,100% of Medicare,382.61,64.47,552
NYEE,AETNA OPEN CHOICE NET 00391,99202,ENT - NEW PT LEVEL 2,509.51,100% of Medicare,414.4,64.47,552
NYEE,AETNA PPO-MEDICAL,99202,NEW PT VISIT LEVEL 2,509.51,100% of Medicare,386,64.47,552
NYEE,AFFINITY HEALTH PLAN,99202,NEW PT VISIT LEVEL 2,509.51,100% of Medicare,192.77,64.47,552
NYEE,CIGNA HEALTH AND LIFE INSURANCE COMPANY OPEN ACCESS PLUS,99202,ENT - NEW PT LEVEL 2,509.51,100% of Medicare,152,64.47,552
NYEE,EH FACET EFT,99202,ENT - NEW PT LEVEL 2,509.51,100% of Medicare,172.12,64.47,552
NYEE,FIDELIS CARE NEW YORK CHILD HEALTH PLUS NETWORK,99202,NEW PT VISIT LEVEL 2,509.51,100% of Medicare,175.27,64.47,552
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - ALIESSA,99202,NEW PT VISIT LEVEL 2,509.51,100% of Medicare,148.36,64.47,552
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - NON ALIESSA,99202,NEW PT VISIT LEVEL 2,509.51,100% of Medicare,201.82,64.47,552
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,99202,ENT - NEW PT LEVEL 2,509.51,100% of Medicare,177.46,64.47,552
NYEE,GHI FACETS,99202,NEW PT VISIT LEVEL 2,509.51,100% of Medicare,319.75,64.47,552
NYEE,GHI FED FACETS,99202,ENT - NEW PT LEVEL 2,509.51,100% of Medicare,318,64.47,552
NYEE,GHI NYC FACETS,99202,NEW PT VISIT LEVEL 2,509.51,100% of Medicare,318,64.47,552
NYEE,GOLDCARE II,99202,NEW PT VISIT LEVEL 2,509.51,100% of Medicare,164.17,64.47,552
NYEE,GROUP HEALTH INC,99202,NEW PT VISIT LEVEL 2,509.51,100% of Medicare,318,64.47,552
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS CHIP",99202,ENT - NEW PT LEVEL 2,509.51,100% of Medicare,177.46,64.47,552
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS ESSENTIAL PLAN",99202,NEW PT VISIT LEVEL 2,509.51,100% of Medicare,188.03,64.47,552
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",99202,ENT - NEW PT LEVEL 2,509.51,100% of Medicare,159.38,64.47,552
NYEE,MERITAIN HEALTH Aetna Choice POS II,99202,ENT - NEW PT LEVEL 2,509.51,100% of Medicare,313,64.47,552
NYEE,METROPLUS ENHANCED (HARP),99202,NEW PT VISIT LEVEL 2,509.51,100% of Medicare,173.91,64.47,552
NYEE,METROPLUS ESSENTIAL PLAN,99202,ENT - NEW PT LEVEL 2,509.51,100% of Medicare,177.46,64.47,552
NYEE,METROPLUS HEALTH PLAN,99202,ENT - NEW PT LEVEL 2,509.51,100% of Medicare,166.32,64.47,552
NYEE,METROPLUS HEALTH PLAN - HHC,99202,ENT - NEW PT LEVEL 2,509.51,100% of Medicare,173.91,64.47,552
NYEE,NYSDOH,99202,ENT - NEW PT LEVEL 2,509.51,100% of Medicare,138.8,64.47,552
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC,99202,NEW PT VISIT LEVEL 2,509.51,100% of Medicare,552,64.47,552
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,99202,ENT - NEW PT LEVEL 2,509.51,100% of Medicare,545.52,64.47,552
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES,99202,NEW PT VISIT LEVEL 2,509.51,100% of Medicare,159.38,64.47,552
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES TRANS WITH BH,99202,ENT - NEW PT LEVEL 2,509.51,100% of Medicare,172.8,64.47,552
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,99202,ENT - NEW PT LEVEL 2,509.51,100% of Medicare,169.72,64.47,552
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN ALIESSA NO COPAY,99202,ENT - NEW PT LEVEL 2,509.51,100% of Medicare,200.53,64.47,552
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN PLUS COPAY,99202,ENT - NEW PT LEVEL 2,509.51,100% of Medicare,191.78,64.47,552
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN PLUS NO COPAY,99202,NEW PT VISIT LEVEL 2,509.51,100% of Medicare,245.64,64.47,552
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN STANDARD COPAY,99202,NEW PT VISIT LEVEL 2,509.51,100% of Medicare,185.38,64.47,552
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY WELLNESS 4ME,99202,NEW PT VISIT LEVEL 2,509.51,100% of Medicare,165.9,64.47,552
NYEE,VNS,99202,NEW PT VISIT LEVEL 2,509.51,100% of Medicare,186.69,64.47,552
NYEE,WELLCARE OF NEW YORK INC,99202,NEW PT VISIT LEVEL 2,509.51,100% of Medicare,182.6,64.47,552
NYEE,"WELLCARE OF NEW YORK, INC",99202,NEW PT VISIT LEVEL 2,509.51,100% of Medicare,165.12,64.47,552
NYEE,METROPLUS HEALTH PLAN,99203,ENT - NEW PT LEVEL 3,509.51,100% of Medicare,172.42,172.42,191.78
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN STANDARD COPAY,99203,ENT - NEW PT LEVEL 3,509.51,100% of Medicare,191.78,172.42,191.78
NYEE,"WELLCARE OF NEW YORK, INC",99203,ENT - NEW PT LEVEL 3,509.51,100% of Medicare,181.51,172.42,191.78
NYEE,AETNA AETNA CHOICE  POS II NET 00357,99211,Outpatient visit for evaluation and management of established patient with minimal presenting problem,509.51,100% of Medicare,414.4,10.52,552
NYEE,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,99211,Outpatient visit for evaluation and management of established patient with minimal presenting problem,509.51,100% of Medicare,414.4,10.52,552
NYEE,AETNA AEXCEL  PLUS AETNA CHOICE  POS II NET 00357,99211,Outpatient visit for evaluation and management of established patient with minimal presenting problem,509.51,100% of Medicare,423.17,10.52,552
NYEE,AETNA ELITE PPO NET 03397,99211,Outpatient visit for evaluation and management of established patient with minimal presenting problem,509.51,100% of Medicare,10.52,10.52,552
NYEE,AETNA MEDICARE (V03) PPO PLAN NET 03397,99211,Outpatient visit for evaluation and management of established patient with minimal presenting problem,509.51,100% of Medicare,10.52,10.52,552
NYEE,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,99211,Outpatient visit for evaluation and management of established patient with minimal presenting problem,509.51,100% of Medicare,414.4,10.52,552
NYEE,AETNA PPO-MEDICAL NET 00391,99211,Outpatient visit for evaluation and management of established patient with minimal presenting problem,509.51,100% of Medicare,378,10.52,552
NYEE,AFFINITY HEALTH PLAN,99211,Outpatient visit for evaluation and management of established patient with minimal presenting problem,509.51,100% of Medicare,22.4,10.52,552
NYEE,EH FACET EFT,99211,Outpatient visit for evaluation and management of established patient with minimal presenting problem,509.51,100% of Medicare,20,10.52,552
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - ALIESSA,99211,Outpatient visit for evaluation and management of established patient with minimal presenting problem,509.51,100% of Medicare,20,10.52,552
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - NON ALIESSA,99211,Outpatient visit for evaluation and management of established patient with minimal presenting problem,509.51,100% of Medicare,24,10.52,552
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,99211,Outpatient visit for evaluation and management of established patient with minimal presenting problem,509.51,100% of Medicare,20,10.52,552
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS ESSENTIAL PLAN",99211,Outpatient visit for evaluation and management of established patient with minimal presenting problem,509.51,100% of Medicare,28,10.52,552
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",99211,Outpatient visit for evaluation and management of established patient with minimal presenting problem,509.51,100% of Medicare,20,10.52,552
NYEE,MERITAIN HEALTH Aetna Choice POS II,99211,Outpatient visit for evaluation and management of established patient with minimal presenting problem,509.51,100% of Medicare,275,10.52,552
NYEE,METROPLUS ENHANCED (HARP),99211,Outpatient visit for evaluation and management of established patient with minimal presenting problem,509.51,100% of Medicare,19.6,10.52,552
NYEE,METROPLUS ESSENTIAL PLAN,99211,Outpatient visit for evaluation and management of established patient with minimal presenting problem,509.51,100% of Medicare,24,10.52,552
NYEE,METROPLUS HEALTH PLAN,99211,Outpatient visit for evaluation and management of established patient with minimal presenting problem,509.51,100% of Medicare,19.6,10.52,552
NYEE,METROPLUS HEALTH PLAN - HHC,99211,Outpatient visit for evaluation and management of established patient with minimal presenting problem,509.51,100% of Medicare,19.6,10.52,552
NYEE,NYSDOH,99211,Outpatient visit for evaluation and management of established patient with minimal presenting problem,509.51,100% of Medicare,20,10.52,552
NYEE,UMR MOUNT SINAI HEALTH SYSTEM,99211,Outpatient visit for evaluation and management of established patient with minimal presenting problem,509.51,100% of Medicare,275,10.52,552
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,99211,Outpatient visit for evaluation and management of established patient with minimal presenting problem,509.51,100% of Medicare,552,10.52,552
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES OPT/PPO,99211,Outpatient visit for evaluation and management of established patient with minimal presenting problem,509.51,100% of Medicare,550,10.52,552
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,99211,Outpatient visit for evaluation and management of established patient with minimal presenting problem,509.51,100% of Medicare,20,10.52,552
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN PLUS COPAY,99211,Outpatient visit for evaluation and management of established patient with minimal presenting problem,509.51,100% of Medicare,22.6,10.52,552
NYEE,AETNA AETNA CHOICE  POS II NET 00357,99212,ENT - EST PT LEVEL 2,509.51,100% of Medicare,378.77,10.71,520.225
NYEE,AETNA AETNA CHOICE  POS II NET 08134,99212,EST PT VISIT LEVEL 2,509.51,100% of Medicare,328.81,10.71,520.225
NYEE,AETNA AETNA HEALTHFUND  AETNA CHOICE  POS II NET 00357,99212,ENT - EST PT LEVEL 2,509.51,100% of Medicare,382.61,10.71,520.225
NYEE,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,99212,ENT - EST PT LEVEL 2,509.51,100% of Medicare,414.4,10.71,520.225
NYEE,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,99212,EST PT VISIT LEVEL 2,509.51,100% of Medicare,343.14,10.71,520.225
NYEE,AETNA AETNA SELECT  8480 NET 01344,99212,ENT - EST PT LEVEL 2,509.51,100% of Medicare,414.4,10.71,520.225
NYEE,AETNA MANAGED CHOICE  POS NET 00357,99212,ENT - EST PT LEVEL 2,509.51,100% of Medicare,414.4,10.71,520.225
NYEE,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,99212,ENT - EST PT LEVEL 2,509.51,100% of Medicare,343.14,10.71,520.225
NYEE,AFFINITY HEALTH PLAN,99212,ENT - EST PT LEVEL 2,509.51,100% of Medicare,186.55,10.71,520.225
NYEE,EH FACET EFT,99212,EST PT VISIT LEVEL 2,509.51,100% of Medicare,166.56,10.71,520.225
NYEE,EVOLUTION HEALTHCARE CIGNA OAP,99212,ENT - EST PT LEVEL 2,509.51,100% of Medicare,248,10.71,520.225
NYEE,FIDELIS CARE NEW YORK CHILD HEALTH PLUS NETWORK,99212,ENT - EST PT LEVEL 2,509.51,100% of Medicare,135.37,10.71,520.225
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - ALIESSA,99212,ENT - EST PT LEVEL 2,509.51,100% of Medicare,131.28,10.71,520.225
NYEE,FIDELIS CARE NEW YORK ESSENTIAL PLAN - NON ALIESSA,99212,ENT - EST PT LEVEL 2,509.51,100% of Medicare,180.59,10.71,520.225
NYEE,FIDELIS CARE NEW YORK NEW YORK MEDICAID,99212,ENT - EST PT LEVEL 2,509.51,100% of Medicare,130.05,10.71,520.225
NYEE,GHI FED FACETS,99212,ENT - EST PT LEVEL 2,509.51,100% of Medicare,318,10.71,520.225
NYEE,GHI NYC FACETS,99212,ENT - EST PT LEVEL 2,509.51,100% of Medicare,10.71,10.71,520.225
NYEE,GROUP HEALTH INC,99212,EST PT VISIT LEVEL 2,509.51,100% of Medicare,318,10.71,520.225
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS CHIP",99212,ENT - EST PT LEVEL 2,509.51,100% of Medicare,159.38,10.71,520.225
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS ESSENTIAL PLAN",99212,ENT - EST PT LEVEL 2,509.51,100% of Medicare,188.03,10.71,520.225
NYEE,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",99212,ENT - EST PT LEVEL 2,509.51,100% of Medicare,152.13,10.71,520.225
NYEE,METROPLUS ENHANCED (HARP),99212,EST PT VISIT LEVEL 2,509.51,100% of Medicare,163.12,10.71,520.225
NYEE,METROPLUS ESSENTIAL PLAN,99212,EST PT VISIT LEVEL 2,509.51,100% of Medicare,180.48,10.71,520.225
NYEE,METROPLUS HEALTH PLAN,99212,EST PT VISIT LEVEL 2,509.51,100% of Medicare,163.22,10.71,520.225
NYEE,NYSDOH,99212,EST PT VISIT LEVEL 2,509.51,100% of Medicare,138.8,10.71,520.225
NYEE,UNITEDHEALTHCARE INSURANCE COMPANY AND ITS AFFILIATES CHOYC+,99212,EST PT VISIT LEVEL 2,509.51,100% of Medicare,520.23,10.71,520.225
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES,99212,ENT - EST PT LEVEL 2,509.51,100% of Medicare,163.51,10.71,520.225
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,99212,EST PT VISIT LEVEL 2,509.51,100% of Medicare,166.56,10.71,520.225
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR KIDS,99212,ENT - EST PT LEVEL 2,509.51,100% of Medicare,178.38,10.71,520.225
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN ALIESSA NO COPAY,99212,EST PT VISIT LEVEL 2,509.51,100% of Medicare,189.13,10.71,520.225
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN PLUS COPAY,99212,ENT - EST PT LEVEL 2,509.51,100% of Medicare,191.78,10.71,520.225
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN PLUS NO COPAY,99212,EST PT VISIT LEVEL 2,509.51,100% of Medicare,174.83,10.71,520.225
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN STANDARD NO COPAY,99212,ENT - EST PT LEVEL 2,509.51,100% of Medicare,180.1,10.71,520.225
NYEE,UNITEDHEALTHCARE OF NEW YORK INC NY WELLNESS 4ME,99212,EST PT VISIT LEVEL 2,509.51,100% of Medicare,168.18,10.71,520.225
NYEE,VNS,99212,EST PT VISIT LEVEL 2,509.51,100% of Medicare,169.72,10.71,520.225
NYEE,WELLCARE OF NEW YORK INC,99212,EST PT VISIT LEVEL 2,509.51,100% of Medicare,191.61,10.71,520.225
NYEE,"WELLCARE OF NEW YORK, INC",99212,ENT - EST PT LEVEL 2,509.51,100% of Medicare,158.23,10.71,520.225
