Date current as of 9/27/21,,,,,,,,
,,,,,,,,
CAMPUS,Payer/Plan Name,DRG/CPT/HCPCS Code,DRG/CPT/HCPCS Description,Gross Charge,Discounted Cash Price,Negotiated Charge,Minimum Negotiated Charge,Maximum Negotiated Charge
MSQ,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,90732,PNEUMOCOCCAL 23 - VALENT VACCI,393.59,100% of Medicare,152.44,6.98,152.44
MSQ,EH FACET EFT,90732,PNEUMOCOCCAL 23 - VALENT VACCI,393.59,100% of Medicare,99.07,6.98,152.44
MSQ,ELDERPLAN INC,90732,PNEUMOCOCCAL VACCINE 2 YO,393.59,100% of Medicare,99.07,6.98,152.44
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,90732,PNEUMOCOCCAL 23 - VALENT VACCI,393.59,100% of Medicare,121.67,6.98,152.44
MSQ,EMBLEMHEALTH - GHI NOT ASSIGNED,90732,PNEUMOCOCCAL 23 - VALENT VACCI,393.59,100% of Medicare,6.98,6.98,152.44
MSQ,EMBLEMHEALTH - HIP ECPN ESSENTIAL A PLAN NET,90732,PNEUMOCOCCAL VACCINE 2 YO,393.59,100% of Medicare,51.9,6.98,152.44
MSQ,EMBLEMHEALTH - HIP ENHANCED CARE NETWORK,90732,PNEUMOCOCCAL 23 - VALENT VACCI,393.59,100% of Medicare,43.63,6.98,152.44
MSQ,EMBLEMHEALTH - HIP HMO PRIME NETWORK,90732,PNEUMOCOCCAL VACCINE 2 YO,393.59,100% of Medicare,121.67,6.98,152.44
MSQ,EMBLEMHEALTH - HIP VIP PRIME,90732,PNEUMOCOCCAL 23 - VALENT VACCI,393.59,100% of Medicare,99.07,6.98,152.44
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,90732,PNEUMOCOCCAL VACCINE 2 YO,393.59,100% of Medicare,66.91,6.98,152.44
MSQ,FIDELIS CARE NEW YORK,90732,PNEUMOCOCCAL 23 - VALENT VACCI,393.59,100% of Medicare,107.92,6.98,152.44
MSQ,FIDELIS CARE NEW YORK - MEDICARE DUAL ELIGIBLE NETWORK - MEDICARE/MEDICAID,90732,PNEUMOCOCCAL 23 - VALENT VACCI,393.59,100% of Medicare,99.07,6.98,152.44
MSQ,GHI NYC EFT,90732,PNEUMOCOCCAL VACCINE 2 YO,393.59,100% of Medicare,131.35,6.98,152.44
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",90732,PNEUMOCOCCAL 23 - VALENT VACCI,393.59,100% of Medicare,43.25,6.98,152.44
MSQ,METROPLUS ENHANCED (HARP),90732,PNEUMOCOCCAL 23 - VALENT VACCI,393.59,100% of Medicare,84.6,6.98,152.44
MSQ,METROPLUS ESSENTIAL PLAN,90732,PNEUMOCOCCAL VACCINE 2 YO,393.59,100% of Medicare,51.9,6.98,152.44
MSQ,METROPLUS HEALTH PLAN,90732,PNEUMOCOCCAL VACCINE 2 YO,393.59,100% of Medicare,84.6,6.98,152.44
MSQ,OSCAR INSURANCE CORPORATION,90732,PNEUMOCOCCAL 23 - VALENT VACCI,393.59,100% of Medicare,134.98,6.98,152.44
MSQ,UMR MOUNT SINAI HEALTH SYSTEM,90732,PNEUMOCOCCAL VACCINE 2 YO,393.59,100% of Medicare,98.33,6.98,152.44
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,90732,PNEUMOCOCCAL VACCINE 2 YO,393.59,100% of Medicare,103.53,6.98,152.44
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MCADVANTAGE MOSAIC CHOICE,90732,PNEUMOCOCCAL VACCINE 2 YO,393.59,100% of Medicare,99.07,6.98,152.44
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE MOSAIC,90732,PNEUMOCOCCAL VACCINE 2 YO,393.59,100% of Medicare,97.09,6.98,152.44
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE PLAN 1,90732,PNEUMOCOCCAL VACCINE 2 YO,393.59,100% of Medicare,97.09,6.98,152.44
MSQ,VNF - IMAGENET,90732,PNEUMOCOCCAL VACCINE 2 YO,393.59,100% of Medicare,85.61,6.98,152.44
MSQ,"WELLCARE OF NEW YORK, INC",90732,PNEUMOCOCCAL 23 - VALENT VACCI,393.59,100% of Medicare,97.09,6.98,152.44
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS,90734,MENINGOC VACC MENVEO BU0.5ML,218.95,100% of Medicare,229.96,17.58,229.96
MSQ,EH FACET EFT,90734,MENINGOCOCCAL VACCINE IM,218.95,100% of Medicare,59.5,17.58,229.96
MSQ,EMBLEMHEALTH - HIP ENHANCED CARE NETWORK,90734,MENINGOCOCCAL VACCINE IM,218.95,100% of Medicare,17.58,17.58,229.96
MSQ,EMBLEMHEALTH - HIP HMO PRIME NETWORK,90734,MENINGOC VACC MENVEO BU0.5ML,218.95,100% of Medicare,148.93,17.58,229.96
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",90734,"MENINGOCOCALL VACCINE, IM",218.95,100% of Medicare,17.85,17.58,229.96
MSQ,OSCAR INSURANCE CORPORATION,90734,MENINGOC VACC MENVEO BU0.5ML,218.95,100% of Medicare,125.02,17.58,229.96
MSQ,EMBLEMHEALTH - HIP ENHANCED CARE NETWORK,90744,Hepb vacc ped/adol 3 dose im,31.35,100% of Medicare,17.58,17.58,32.74
MSQ,NYSDOH LR,90744,Hepb vacc ped/adol 3 dose im,31.35,100% of Medicare,17.85,17.58,32.74
MSQ,OSCAR INSURANCE CORPORATION,90744,Hepb vacc ped/adol 3 dose im,31.35,100% of Medicare,32.74,17.58,32.74
MSQ,1199SEIU HOMECARE BENEFIT FUND,90746,HEPATITIS B VACCINE SYR,30.23,100% of Medicare,67.06,9.49,83.58
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,90746,HEP B VACCINE ADULT IM,30.23,100% of Medicare,17.25,9.49,83.58
MSQ,EMBLEMHEALTH - HIP ECPN ESSENTIAL A PLAN NET,90746,HEP B VACCINE ADULT IM,30.23,100% of Medicare,17.21,9.49,83.58
MSQ,EMBLEMHEALTH - HIP ENHANCED CARE NETWORK,90746,HEPATITIS B VACCINE SYR,30.23,100% of Medicare,19.65,9.49,83.58
MSQ,EMBLEMHEALTH - HIP HMO SELECTCARE INDIVIDUAL,90746,HEPATITIS B VACCINE SYR,30.23,100% of Medicare,83.58,9.49,83.58
MSQ,EMBLEMHEALTH - HIP VIP PRIME,90746,HEPATITIS B VACCINE SYR,30.23,100% of Medicare,9.49,9.49,83.58
MSQ,FIDELIS CARE NEW YORK,90746,HEPATITIS B VACCINE SYR,30.23,100% of Medicare,21.89,9.49,83.58
MSQ,METROPLUS HEALTH PLAN,90746,HEPATITIS B VACCINE SYR,30.23,100% of Medicare,28.11,9.49,83.58
MSQ,NYSDOH LR,90746,HEPATITIS B VACCINE SYR,30.23,100% of Medicare,28.69,9.49,83.58
MSQ,OSCAR INSURANCE CORPORATION,90746,HEPATITIS B VACCINE SYR,30.23,100% of Medicare,74.72,9.49,83.58
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC+,90746,HEP B VACCINE ADULT IM,30.23,100% of Medicare,33.99,9.49,83.58
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES WITH BH,90746,HEPATITIS B VACCINE SYR,30.23,100% of Medicare,28.69,9.49,83.58
MSQ,"WELLCARE OF NEW YORK, INC",90746,HEPATITIS B VACCINE SYR,30.23,100% of Medicare,12.14,9.49,83.58
MSQ,NYSDOH LR,90750,HZV SHINGRIX RECOMB,128.14,100% of Medicare,51.25,44.85,51.25
MSQ,OSCAR INSURANCE CORPORATION,90750,HZV SHINGRIX RECOMB,128.14,100% of Medicare,44.85,44.85,51.25
MSQ,EH FACET EFT,90935,ESRD HEMO INPT UNIT,2150,$793.32 ,686.88,162.24,945.54
MSQ,EMBLEMHEALTH - HIP ENHANCED CARE NETWORK,90935,NON ESRD HEMO ED DONE IN ED,2150,$793.32 ,277.81,162.24,945.54
MSQ,EMBLEMHEALTH - HIP ENHANCED CARE PLUS,90935,ESRD HEMO INPT DIALYSIS UNIT,2150,$793.32 ,259.54,162.24,945.54
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,90935,NONESRD HEMO INPT DIALYS UNIT,2150,$793.32 ,162.24,162.24,945.54
MSQ,NYSDOH,90935,NON ESRD HEMO INPT UNIT,2150,$793.32 ,282.04,162.24,945.54
MSQ,OSCAR INSURANCE CORPORATION,90935,ESRD HEMO INPT UNIT,2150,$793.32 ,945.54,162.24,945.54
MSQ,AETNA ELITE PPO NET 03397,92507,SPEECH/HEARING THERAPY,250,100% of Medicare,89.04,82.31,212.63
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,92507,SPEECH/HEARING THERAPY,250,100% of Medicare,212.63,82.31,212.63
MSQ,EMBLEMHEALTH - HIP VIP PRIME,92507,SPEECH/HEARING THERAPY,250,100% of Medicare,91.46,82.31,212.63
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,92507,SPEECH/HEARING THERAPY,250,100% of Medicare,82.31,82.31,212.63
MSQ,OXFORD HEALTH INSURANCE INC FREEDOM,92507,SPEECH/HEARING THERAPY,250,100% of Medicare,170.12,82.31,212.63
MSQ,OXFORD HEALTH INSURANCE INC FREEDOM,92508,SPEECH/HEAR GRP THERAPY,140,100% of Medicare,35.1,35.1,35.1
MSQ,FIDELIS CARE NEW YORK - MEDICARE DUAL ELIGIBLE NETWORK - MEDICARE/MEDICAID,92522,EVALUATE SPEECH PRODUCTION,325,100% of Medicare,104.9,104.9,104.9
MSQ,1199SEIU NATIONAL BENEFIT FUND,92523,SPEECH SOUND LANG COMPREHEN,500,100% of Medicare,214,214,224.17
MSQ,AETNA ELITE PPO NET 03397,92523,SPEECH SOUND LANG COMPREHEN,500,100% of Medicare,222.07,214,224.17
MSQ,OSCAR INSURANCE CORPORATION,92526,ORAL FUNCTION THERAPY,250,100% of Medicare,159.54,159.54,159.54
MSQ,1199SEIU HOMECARE BENEFIT FUND,92551,PURE TONE HEARING TEST AIR,160,100% of Medicare,7.98,7.98,248
MSQ,1199SEIU NATIONAL BENEFIT FUND,92551,PURE TONE HEARING TEST AIR,160,100% of Medicare,7.98,7.98,248
MSQ,AETNA AETNA CHOICE  POS II NET 00357,92551,PURE TONE HEARING TEST AIR,160,100% of Medicare,122.79,7.98,248
MSQ,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,92551,PURE TONE HEARING TEST AIR,160,100% of Medicare,122.79,7.98,248
MSQ,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,92551,PURE TONE HEARING TEST AIR,160,100% of Medicare,122.79,7.98,248
MSQ,AFFINITY HEALTH PLAN,92551,PURE TONE HEARING TEST AIR,160,100% of Medicare,85.01,7.98,248
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS,92551,PURE TONE HEARING TEST AIR,160,100% of Medicare,120,7.98,248
MSQ,EH FACET EFT,92551,PURE TONE HEARING TEST AIR,160,100% of Medicare,77.28,7.98,248
MSQ,GHI NYC EFT,92551,PURE TONE HEARING TEST AIR,160,100% of Medicare,23.6,7.98,248
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS CHIP",92551,PURE TONE HEARING TEST AIR,160,100% of Medicare,80.92,7.98,248
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",92551,PURE TONE HEARING TEST AIR,160,100% of Medicare,80.92,7.98,248
MSQ,METROPLUS HEALTH PLAN,92551,PURE TONE HEARING TEST AIR,160,100% of Medicare,75.73,7.98,248
MSQ,NYSDOH LR,92551,PURE TONE HEARING TEST AIR,160,100% of Medicare,80.92,7.98,248
MSQ,OSCAR INSURANCE CORPORATION,92551,PURE TONE HEARING TEST AIR,160,100% of Medicare,72,7.98,248
MSQ,OXFORD HEALTH INSURANCE INC FREEDOM,92551,PURE TONE HEARING TEST AIR,160,100% of Medicare,136,7.98,248
MSQ,OXFORD HEALTH INSURANCE INC LBTY,92551,PURE TONE HEARING TEST AIR,160,100% of Medicare,136,7.98,248
MSQ,OXFORD HEALTH INSURANCE INC MTRO,92551,PURE TONE HEARING TEST AIR,160,100% of Medicare,136,7.98,248
MSQ,UMR MOUNT SINAI HEALTH SYSTEM,92551,PURE TONE HEARING TEST AIR,160,100% of Medicare,112.59,7.98,248
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN CHOYC+,92551,PURE TONE HEARING TEST AIR,160,100% of Medicare,248,7.98,248
MSQ,UNITEDHEALTHCARE INSURANCE COMPAN OPT/PPO,92551,PURE TONE HEARING TEST AIR,160,100% of Medicare,76.8,7.98,248
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR FAMILIES,92551,PURE TONE HEARING TEST AIR,160,100% of Medicare,80.92,7.98,248
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY COMMUNITY PLAN FOR KIDS,92551,PURE TONE HEARING TEST AIR,160,100% of Medicare,77.28,7.98,248
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,92610,SWALLOWING EVALUATION,225,100% of Medicare,98,97.15,159.54
MSQ,METROPLUS HEALTH PLAN - HHC,92610,SWALLOWING EVALUATION,225,100% of Medicare,130.67,97.15,159.54
MSQ,OSCAR INSURANCE CORPORATION,92610,SWALLOWING EVALUATION,225,100% of Medicare,159.54,97.15,159.54
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,92610,SWALLOWING EVALUATION,225,100% of Medicare,101.93,97.15,159.54
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARECOMPLETE MOSAIC,92610,SWALLOWING EVALUATION,225,100% of Medicare,97.15,97.15,159.54
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARECOMPLETE PLAN 1,92610,SWALLOWING EVALUATION,225,100% of Medicare,97.15,97.15,159.54
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARECOMPLETE PLAN 2,92610,SWALLOWING EVALUATION,225,100% of Medicare,97.15,97.15,159.54
MSQ,UNITEDHEALTHCARE SERVICES INC AND NEW YORK CITY DC CARPENTERS,92610,SWALLOWING EVALUATION,225,100% of Medicare,97.15,97.15,159.54
MSQ,UNITEDHEALTHCARE SERVICES INC AND UHC MEDICARECOMPLETE CHOICEPL3,92610,SWALLOWING EVALUATION,225,100% of Medicare,97.85,97.15,159.54
MSQ,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,92611,MOTION FLUOROSCOPY/SWALLOW,525,100% of Medicare,437.42,72.65,437.42
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,92611,MOTION FLUOROSCOPY/SWALLOW,525,100% of Medicare,255.88,72.65,437.42
MSQ,EMBLEMHEALTH - HIP ENHANCED CARE NETWORK,92611,MOTN FLUOROSCOPIC EVAL SWALLOW,525,100% of Medicare,285,72.65,437.42
MSQ,NYSDOH,92611,MOTION FLUOROSCOPY/SWALLOW,525,100% of Medicare,209.33,72.65,437.42
MSQ,OSCAR INSURANCE CORPORATION,92611,MOTION FLUOROSCOPY/SWALLOW,525,100% of Medicare,159.54,72.65,437.42
MSQ,UMR MOUNT SINAI HEALTH SYSTEM,92611,MOTN FLUOROSCOPIC EVAL SWALLOW,525,100% of Medicare,239,72.65,437.42
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY ESSENTIAL PLAN PLUS COPAY,92611,MOTION FLUOROSCOPY/SWALLOW,525,100% of Medicare,72.65,72.65,437.42
MSQ,UNITEDHEALTHCARE SERVICES INC AND UHC NURSING HOME PLAN 1,92611,MOTION FLUOROSCOPY/SWALLOW,525,100% of Medicare,108.09,72.65,437.42
MSQ,UNITEDHEALTHCARE SERVICES INC AND UNITEDHEALTHCARE NURSING HOME,92611,MOTION FLUOROSCOPY/SWALLOW,525,100% of Medicare,101.44,72.65,437.42
MSQ,VNF - IMAGENET,92611,MOTION FLUOROSCOPY/SWALLOW,525,100% of Medicare,305.24,72.65,437.42
MSQ,EMBLEMHEALTH - HIP VIP PRIME,92612,FEES W CINE OR VIDEO,175,100% of Medicare,239.41,239.41,239.41
MSQ,AETNA MEDICARE (V03) PPO PLAN NET 03397,92950,CARDIOPULMONARY RESUSCITATION,1200,$320.62 ,296.93,296.93,778.25
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS,92950,CARDIOPULMONARY RESUSCITATION,1200,$320.62 ,671.4,296.93,778.25
MSQ,EH FACET EFT,92950,CARDIOPULMONARY RESUSCITATION,1200,$320.62 ,300.5,296.93,778.25
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,92950,CARDIOPULMONARY RESUSCITATION,1200,$320.62 ,306.63,296.93,778.25
MSQ,FIDELIS CARE NEW YORK - MEDICARE DUAL ELIGIBLE NETWORK - MEDICARE/MEDICAID,92950,CARDIOPULMONARY RESUSCITATION,1200,$320.62 ,400,296.93,778.25
MSQ,FIDELIS CARE NEW YORK ESSENTIAL PLAN - NON ALIESSA,92950,CARDIOPULMONARY RESUSCITATION,1200,$320.62 ,778.25,296.93,778.25
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,92950,CARDIOPULMONARY RESUSCITATION,1200,$320.62 ,652.46,296.93,778.25
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",92950,CARDIOPULMONARY RESUSCITATION,1200,$320.62 ,648.54,296.93,778.25
MSQ,METROPLUS HEALTH PLAN,92950,CARDIOPULMONARY RESUSCITATION,1200,$320.62 ,631.64,296.93,778.25
MSQ,NYSDOH,92950,CARDIOPULMONARY RESUSCITATION,1200,$320.62 ,648.54,296.93,778.25
MSQ,UNITEDHEALTHCARE OF NEW YORK INC NY DUAL COMPLETE,92950,CARDIOPULMONARY RESUSCITATION,1200,$320.62 ,314.02,296.93,778.25
MSQ,"WELLCARE OF NEW YORK, INC",92950,CARDIOPULMONARY RESUSCITATION,1200,$320.62 ,305.52,296.93,778.25
MSQ,AETNA ELITE PPO NET 03397,92960,CARDIOVERSION ELECTRIC EXTERN,1300,$681.26 ,619.6,125.75,1372.6
MSQ,AETNA OPEN ACCESS VALUE HMO NET 02043,92960,CARDIOVERSION ELECTRIC EXTERN,1300,$681.26 ,649.92,125.75,1372.6
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS,92960,CARDIOVERSION ELECTRIC EXTERN,1300,$681.26 ,1372.6,125.75,1372.6
MSQ,EH FACET EFT,92960,CARDIOVERSION ELECTRIC EXTERN,1300,$681.26 ,461.93,125.75,1372.6
MSQ,ELDERPLAN INC,92960,CARDIOVERSION ELECTRIC EXTERN,1300,$681.26 ,639.32,125.75,1372.6
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,92960,CARDIOVERSION ELECTRIC EXTERN,1300,$681.26 ,386.75,125.75,1372.6
MSQ,EMBLEMHEALTH - GHI NOT ASSIGNED,92960,CARDIOVERSION ELECTRIC EXTERN,1300,$681.26 ,125.75,125.75,1372.6
MSQ,EMBLEMHEALTH - HIP VIP PRIME,92960,CARDIOVERSION ELECTRIC EXTERN,1300,$681.26 ,649.92,125.75,1372.6
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,92960,CARDIOVERSION ELECTRIC EXTERN,1300,$681.26 ,628.71,125.75,1372.6
MSQ,FIDELIS CARE NEW YORK NEW YORK MEDICAID,92960,CARDIOVERSION ELECTRIC EXTERN,1300,$681.26 ,565.84,125.75,1372.6
MSQ,GREATWESTHEALTHCARE-CIGNA OPEN ACCESS PLUS,92960,CARDIOVERSION ELECTRIC EXTERN,1300,$681.26 ,568.42,125.75,1372.6
MSQ,METROPLUS HEALTH PLAN,92960,CARDIOVERSION ELECTRIC EXTERN,1300,$681.26 ,649.92,125.75,1372.6
MSQ,NYSDOH,92960,CARDIOVERSION ELECTRIC EXTERN,1300,$681.26 ,554.24,125.75,1372.6
MSQ,OSCAR INSURANCE CORPORATION,92960,CARDIOVERSION ELECTRIC EXTERN,1300,$681.26 ,1260,125.75,1372.6
MSQ,UNITEDHEALTHCARE SERVICES INC AND AARP MEDICARE ADVANTAGE PLAN 1,92960,CARDIOVERSION ELECTRIC EXTERN,1300,$681.26 ,628.71,125.75,1372.6
MSQ,UNITEDHEALTHCARE SERVICES INC AND RIDGEWOOD SAVINGS BANK,92960,CARDIOVERSION ELECTRIC EXTERN,1300,$681.26 ,628.71,125.75,1372.6
MSQ,"WELLCARE OF NEW YORK, INC",92960,CARDIOVERSION ELECTRIC EXTERN,1300,$681.26 ,669.42,125.75,1372.6
MSQ,1199SEIU HOMECARE BENEFIT FUND,93005,EKG TRACING ONLY IN ED,345,$67.48 ,22,7.39,345
MSQ,1199SEIU NATIONAL BENEFIT FUND,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,22,7.39,345
MSQ,AETNA AETNA CHOICE  POS II NET 00357,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,264.76,7.39,345
MSQ,AETNA AETNA CHOICE  POS II NET 10292,93005,EKG TRACING ONLY IN ED,345,$67.48 ,264.76,7.39,345
MSQ,AETNA AETNA HEALTHFUND  AETNA CHOICE  POS II NET 00357,93005,EKG TRACING ONLY IN ED,345,$67.48 ,264.76,7.39,345
MSQ,AETNA AETNA HEALTHFUND  AETNA OPEN ACCESS  MAN NET 00357,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,264.76,7.39,345
MSQ,AETNA AETNA OPEN ACCESS  ELECT CHOICE NET 01344,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,264.76,7.39,345
MSQ,AETNA AETNA OPEN ACCESS  MANAGED CHOICE NET 00357,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,264.76,7.39,345
MSQ,AETNA ELITE PPO NET 03397,93005,EKG TRACING ONLY IN ED,345,$67.48 ,66.64,7.39,345
MSQ,AETNA OA MANAGED CHOICE  POS HDHP,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,29.38,7.39,345
MSQ,AETNA OPEN ACCESS AETNA SELECT  8480 NET 01344,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,264.76,7.39,345
MSQ,AETNA OPEN CHOICE NET 00391,93005,EKG TRACING ONLY IN ED,345,$67.48 ,264.76,7.39,345
MSQ,AMERICHOICE OF NEW JERSEY INC NJ ALTERNATIVE BENEFIT PLAN,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,42.7,7.39,345
MSQ,AMERICHOICE OF NEW JERSEY INC NJ MEDICAID/FAMILY CARE PLAN A,93005,EKG TRACING ONLY IN ED,345,$67.48 ,42.7,7.39,345
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,161.87,7.39,345
MSQ,CIGNA HEALTH AND LIFE INSURANCE C OPEN ACCESS PLUS IN-NETWORK,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,155.12,7.39,345
MSQ,CIGNA HEALTH AND LIFE INSURANCE C PPO,93005,EKG TRACING ONLY IN ED,345,$67.48 ,127.66,7.39,345
MSQ,CIGNA INT HTH SV,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,262.2,7.39,345
MSQ,CIGNA LIFE OF CA OPEN ACCESS PLUS,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,157.42,7.39,345
MSQ,COMMONWEALTH OF MASSACHUSETTS,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,91.49,7.39,345
MSQ,EH FACET EFT,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,24.48,7.39,345
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH EPO,93005,EKG TRACING ONLY IN ED,345,$67.48 ,19.2,7.39,345
MSQ,EMBLEMHEALTH - GHI GHI EMBLEM HEALTH PPO,93005,EKG TRACING ONLY IN ED,345,$67.48 ,32.18,7.39,345
MSQ,EMBLEMHEALTH - GHI NOT ASSIGNED,93005,EKG TRACING ONLY IN ED,345,$67.48 ,8.07,7.39,345
MSQ,EMBLEMHEALTH - HIP ENHANCED CARE PLUS,93005,EKG TRACING ONLY IN ED,345,$67.48 ,7.39,7.39,345
MSQ,EMBLEMHEALTH - HIP EPO PLUS PROVIDER,93005,EKG TRACING ONLY IN ED,345,$67.48 ,24.48,7.39,345
MSQ,EMBLEMHEALTH - HIP HMO MILLENNIUM NETWORK,93005,EKG TRACING ONLY IN ED,345,$67.48 ,80.36,7.39,345
MSQ,EMBLEMHEALTH - HIP HMO PRIME NETWORK,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,24.48,7.39,345
MSQ,EMBLEMHEALTH - HIP HMO SELECTCARE INDIVIDUAL,93005,EKG TRACING ONLY IN ED,345,$67.48 ,80.36,7.39,345
MSQ,EMBLEMHEALTH - HIP VIP PRIME,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,66.64,7.39,345
MSQ,EMPIRE HEALTHCHOICE ASSURANCE,93005,EKG TRACING ONLY IN ED,345,$67.48 ,127.82,7.39,345
MSQ,FIDELIS CARE NEW YORK ESSENTIAL PLAN - ALIESSA,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,7.5,7.39,345
MSQ,FIDELIS CARE NEW YORK-EXCHANGES NY EXCHANGES NETWORK,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,13.5,7.39,345
MSQ,GHI NYC EFT,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,24.21,7.39,345
MSQ,GOLDCARE I,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,79.96,7.39,345
MSQ,GREATWESTHEALTHCARE-CIGNA OPEN ACCESS PLUS,93005,EKG TRACING ONLY IN ED,345,$67.48 ,241.5,7.39,345
MSQ,GROUP HEALTH,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,17.51,7.39,345
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS ESSENTIAL PLAN",93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,10.5,7.39,345
MSQ,"HEALTHPLUS HP, LLC HEALTHPLUS MEDICAID",93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,7.5,7.39,345
MSQ,METROPLUS ENHANCED (HARP),93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,29.99,7.39,345
MSQ,METROPLUS ESSENTIAL PLAN,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,28.93,7.39,345
MSQ,METROPLUS HEALTH PLAN,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,33.4,7.39,345
MSQ,METROPLUS HEALTH PLAN - HHC,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,29.56,7.39,345
MSQ,OSCAR INSURANCE CORPORATION,93005,EKG TRACING ONLY IN ED,345,$67.48 ,155.25,7.39,345
MSQ,OXFORD HEALTH INSURANCE INC LIBERTY NETWORK,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,196,7.39,345
MSQ,OXFORD HEALTH INSURANCE INC METRO NETWORK,93005,EKG TRACING ONLY IN ED,345,$67.48 ,196,7.39,345
MSQ,OXFORD HEALTH PLANS NY INC LBTY,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,196,7.39,345
MSQ,UHC HARVARD PILGRIM,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,250.72,7.39,345
MSQ,UHC OF NEW ENGLAND INC ACA FEMALE 30-39,93005,ELECTROCARDIOGRAM TRACING,345,$67.48 ,117.02,7.39,345
