USNWR Rank,file date,Hospital,MS-DRG,MS-DRG TITLE,"DE-IDENTIFIED
MIN","DE-IDENTIFIED
MAX","Aetna Commercial A  VW
RATE","Aetna Commercial P
RATE","Aetna VHAN A VW
RATE","Aetna VHAN P
RATE","Aetna AWH A VW
RATE","Aetna AWH P
RATE","Aetna TN Preferred A VW
RATE","Aetna TN Preferred B
RATE","BLUE CROSS BLUE SHIELD OF TENNESSEE - P VUMC
RATE","CIGNA VUMCAO
RATE","HUMANA VUMCP
RATE","HUMANA VUMC
RATE","UNITED HEALTHCARE Comm
A",Aetna TRANSPLANT RATES MIN,Aetna TRANSPLANT RATES MAX,Humana NTN TRANSPLANT RATES MIN,Humana NTN TRANSPLANT RATES MAX,Optum TRANSPLANT RATES MIN,Optum TRANSPLANT RATES MAX,Wellcare of TN @100% TRANSPLANT RATES,BCBS MA @105% TRANSPLANT RATES,BCBS DSNP @105% TRANSPLANT RATES,VA CCN @100% TRANSPLANT RATES,Humana MA @ 100% TRANSPLANT RATES
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,728,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITHOUT MCC,"$2,041.40 ","$17,478.54 ","$12,275.07 ","$16,003.31 ","$8,858.59 ","$11,678.07 ","$8,743.69 ","$11,525.40 ","$10,846.45 ","$14,141.60 ","$8,942.11 ","$12,548.26 ","$17,282.05 ","$13,309.54 ","$14,036.34 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,729,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITH CC/MCC,"$3,456.72 ","$21,857.41 ","$15,350.33 ","$20,012.60 ","$11,077.92 ","$14,603.76 ","$10,934.23 ","$14,412.85 ","$13,563.80 ","$17,684.48 ","$15,141.73 ","$15,691.96 ","$21,611.70 ","$16,643.97 ","$17,552.85 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,730,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,"$2,641.25 ","$18,480.41 ","$8,642.20 ","$11,267.05 ","$6,236.84 ","$8,221.88 ","$6,155.95 ","$8,114.40 ","$7,636.38 ","$9,956.32 ","$15,131.55 ","$8,834.54 ","$12,167.34 ","$9,370.52 ","$9,882.21 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,734,"PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITH CC/MCC","$7,119.81 ","$48,352.57 ","$33,957.72 ","$44,271.51 ","$24,506.37 ","$32,306.18 ","$24,188.51 ","$31,883.84 ","$30,005.58 ","$39,121.28 ","$31,187.45 ","$34,713.47 ","$47,809.00 ","$36,819.48 ","$38,830.09 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,735,"PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITHOUT CC/MCC","$5,805.82 ","$31,060.12 ","$21,594.04 ","$28,152.68 ","$15,583.84 ","$20,543.81 ","$15,381.71 ","$20,275.24 ","$19,080.84 ","$24,877.60 ","$25,431.68 ","$22,074.63 ","$30,402.21 ","$23,413.86 ","$24,692.43 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,736,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH MCC,"$10,970.21 ","$92,628.62 ","$65,052.52 ","$84,810.57 ","$46,946.66 ","$61,888.68 ","$46,337.73 ","$61,079.62 ","$57,481.44 ","$74,944.32 ","$48,053.67 ","$66,500.31 ","$91,587.32 ","$70,534.78 ","$74,386.50 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,737,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH CC,"$6,580.64 ","$44,772.02 ","$31,443.12 ","$40,993.17 ","$22,691.66 ","$29,913.88 ","$22,397.33 ","$29,522.82 ","$27,783.64 ","$36,224.32 ","$28,825.69 ","$32,142.91 ","$44,268.71 ","$34,092.97 ","$35,954.70 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,738,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITHOUT CC/MCC,"$4,290.57 ","$32,120.48 ","$22,558.02 ","$29,409.44 ","$16,279.52 ","$21,460.90 ","$16,068.36 ","$21,180.35 ","$19,932.62 ","$25,988.16 ","$18,794.32 ","$23,060.06 ","$31,759.39 ","$24,459.08 ","$25,794.73 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,739,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH MCC,"$6,933.42 ","$83,133.44 ","$58,384.11 ","$76,116.80 ","$42,134.24 ","$55,544.59 ","$41,587.74 ","$54,818.46 ","$51,589.13 ","$67,261.92 ","$30,371.01 ","$59,683.49 ","$82,198.88 ","$63,304.40 ","$66,761.28 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,740,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH CC,"$4,477.88 ","$39,155.40 ","$27,498.60 ","$35,850.60 ","$19,845.00 ","$26,161.20 ","$19,587.60 ","$25,819.20 ","$24,298.20 ","$31,680.00 ","$19,614.82 ","$28,110.60 ","$38,715.23 ","$29,816.03 ","$31,444.20 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,741,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITHOUT CC/MCC,"$3,690.98 ","$27,832.96 ","$19,546.92 ","$25,483.80 ","$14,106.49 ","$18,596.25 ","$13,923.52 ","$18,353.15 ","$17,271.97 ","$22,519.20 ","$16,167.88 ","$19,981.95 ","$27,520.07 ","$21,194.23 ","$22,351.59 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,742,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITH CC/MCC,"$4,213.88 ","$37,349.90 ","$26,230.61 ","$34,197.49 ","$18,929.93 ","$24,954.88 ","$18,684.39 ","$24,628.65 ","$23,177.78 ","$30,219.20 ","$18,458.38 ","$26,814.39 ","$36,930.03 ","$28,441.18 ","$29,994.27 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,743,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,"$3,295.43 ","$24,630.92 ","$17,298.15 ","$22,552.02 ","$12,483.61 ","$16,456.85 ","$12,321.69 ","$16,241.71 ","$15,284.92 ","$19,928.48 ","$11,548.19 ","$17,683.13 ","$24,354.03 ","$18,755.94 ","$19,780.15 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,744,"D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITH CC/MCC","$4,709.35 ","$39,024.88 ","$27,406.94 ","$35,731.10 ","$19,778.85 ","$26,074.00 ","$19,522.31 ","$25,733.14 ","$24,217.21 ","$31,574.40 ","$20,628.75 ","$28,016.90 ","$38,586.18 ","$29,716.64 ","$31,339.39 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,745,"D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITHOUT CC/MCC","$3,331.22 ","$25,461.89 ","$17,881.73 ","$23,312.85 ","$12,904.76 ","$17,012.05 ","$12,737.38 ","$16,789.65 ","$15,800.58 ","$20,600.80 ","$14,592.01 ","$18,279.70 ","$25,175.65 ","$19,388.70 ","$20,447.46 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,746,"VAGINA, CERVIX AND VULVA PROCEDURES WITH CC/MCC","$4,728.41 ","$35,009.28 ","$24,586.80 ","$32,054.42 ","$17,743.64 ","$23,391.02 ","$17,513.49 ","$23,085.23 ","$21,725.29 ","$28,325.44 ","$20,712.23 ","$25,134.00 ","$34,615.72 ","$26,658.84 ","$28,114.61 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,747,"VAGINA, CERVIX AND VULVA PROCEDURES WITHOUT CC/MCC","$4,026.10 ","$21,538.93 ","$14,329.83 ","$18,682.15 ","$10,341.45 ","$13,632.89 ","$10,207.32 ","$13,454.67 ","$12,662.06 ","$16,508.80 ","$17,635.83 ","$14,648.75 ","$20,174.94 ","$15,537.46 ","$16,385.92 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,748,FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,"$3,922.45 ","$29,329.57 ","$20,597.98 ","$26,854.09 ","$14,865.01 ","$19,596.19 ","$14,672.20 ","$19,340.02 ","$18,200.70 ","$23,730.08 ","$17,181.80 ","$21,056.40 ","$28,999.86 ","$22,333.86 ","$23,553.45 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,749,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES WITH CC/MCC,"$5,341.48 ","$58,894.07 ","$41,360.95 ","$53,923.29 ","$29,849.09 ","$39,349.35 ","$29,461.93 ","$38,834.95 ","$36,547.19 ","$47,650.24 ","$23,397.71 ","$42,281.47 ","$58,232.00 ","$44,846.62 ","$47,295.57 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,750,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,"$3,364.69 ","$31,887.72 ","$22,394.55 ","$29,196.33 ","$16,161.55 ","$21,305.39 ","$15,951.92 ","$21,026.87 ","$19,788.18 ","$25,799.84 ","$14,738.60 ","$22,892.96 ","$31,529.25 ","$24,281.84 ","$25,607.81 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,754,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH MCC","$8,240.44 ","$44,084.93 ","$27,819.42 ","$36,268.86 ","$20,076.53 ","$26,466.41 ","$19,816.12 ","$26,120.42 ","$24,581.68 ","$32,049.60 ","$36,096.24 ","$28,438.56 ","$39,166.91 ","$30,163.88 ","$31,811.05 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,755,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH CC","$4,226.43 ","$24,528.68 ","$17,226.35 ","$22,458.41 ","$12,431.79 ","$16,388.54 ","$12,270.54 ","$16,174.29 ","$15,221.47 ","$19,845.76 ","$18,513.35 ","$17,609.73 ","$24,252.94 ","$18,678.09 ","$19,698.04 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,756,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC","$3,106.72 ","$19,927.92 ","$13,995.26 ","$18,245.96 ","$10,100.00 ","$13,314.60 ","$9,969.00 ","$13,140.54 ","$12,366.43 ","$16,123.36 ","$13,608.62 ","$14,306.73 ","$19,703.90 ","$15,174.70 ","$16,003.35 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,757,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH MCC","$5,364.26 ","$33,110.24 ","$23,253.12 ","$30,315.67 ","$16,781.15 ","$22,122.20 ","$16,563.49 ","$21,833.00 ","$20,546.83 ","$26,788.96 ","$23,497.48 ","$23,770.64 ","$32,738.03 ","$25,212.76 ","$26,589.56 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,758,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH CC","$3,193.64 ","$21,035.15 ","$14,772.86 ","$19,259.74 ","$10,661.18 ","$14,054.38 ","$10,522.89 ","$13,870.65 ","$13,053.53 ","$17,019.20 ","$13,989.36 ","$15,101.64 ","$20,798.68 ","$16,017.83 ","$16,892.52 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,759,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC","$2,120.42 ","$14,861.65 ","$10,437.25 ","$13,607.29 ","$7,532.28 ","$9,929.63 ","$7,434.58 ","$9,799.82 ","$9,222.52 ","$12,024.32 ","$9,288.23 ","$10,669.53 ","$14,694.58 ","$11,316.84 ","$11,934.82 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,760,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS WITH CC/MCC,"$3,299.15 ","$20,069.32 ","$14,094.56 ","$18,375.42 ","$10,171.67 ","$13,409.07 ","$10,039.73 ","$13,233.77 ","$12,454.18 ","$16,237.76 ","$14,451.53 ","$14,408.24 ","$19,843.71 ","$15,282.37 ","$16,116.90 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,761,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS WITHOUT CC/MCC,"$2,694.12 ","$12,834.27 ","$9,013.43 ","$11,751.03 ","$6,504.75 ","$8,575.06 ","$6,420.38 ","$8,462.96 ","$7,964.41 ","$10,384.00 ","$9,801.30 ","$9,214.03 ","$12,689.99 ","$9,773.03 ","$10,306.71 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,768,VAGINAL DELIVERY WITH O.R. PROCEDURES EXCEPT STERILIZATION AND/OR D&C,"$4,800.73 ","$39,474.78 ","$17,886.31 ","$23,318.82 ","$12,908.07 ","$17,016.41 ","$12,740.65 ","$16,793.96 ","$15,804.63 ","$20,606.08 ","$32,321.50 ","$18,284.38 ","$25,182.10 ","$19,393.67 ","$6,515.00 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,769,POSTPARTUM AND POST ABORTION DIAGNOSES WITH O.R. PROCEDURES,"$5,493.47 ","$35,248.56 ","$24,754.85 ","$32,273.51 ","$17,864.91 ","$23,550.89 ","$17,633.19 ","$23,243.02 ","$21,873.78 ","$28,519.04 ","$24,063.48 ","$25,305.79 ","$34,852.31 ","$26,841.05 ","$28,306.77 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,770,"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY","$3,409.77 ","$19,318.84 ","$13,567.50 ","$17,688.29 ","$9,791.30 ","$12,907.65 ","$9,664.30 ","$12,738.91 ","$11,988.46 ","$15,630.56 ","$14,936.10 ","$13,869.46 ","$19,101.66 ","$14,710.90 ","$15,514.22 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,776,POSTPARTUM AND POST ABORTION DIAGNOSES WITHOUT O.R. PROCEDURES,"$1,747.65 ","$16,723.71 ","$11,744.96 ","$15,312.19 ","$8,476.02 ","$11,173.74 ","$8,366.08 ","$11,027.67 ","$10,378.03 ","$13,530.88 ","$7,655.36 ","$12,006.35 ","$16,535.70 ","$12,734.76 ","$13,430.17 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,779,ABORTION WITHOUT D&C,"$1,908.93 ","$22,631.82 ","$15,894.19 ","$20,721.65 ","$11,470.41 ","$15,121.17 ","$11,321.63 ","$14,923.50 ","$14,044.36 ","$18,311.04 ","$8,361.85 ","$16,247.93 ","$22,377.40 ","$17,233.66 ","$18,174.75 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,783,CESAREAN SECTION WITH STERILIZATION WITH MCC,"$2,961.24 ","$43,403.60 ","$28,609.24 ","$37,298.57 ","$20,646.52 ","$27,217.82 ","$20,378.72 ","$26,862.01 ","$25,279.58 ","$32,959.52 ","$35,538.38 ","$29,245.96 ","$40,278.89 ","$31,020.26 ","$11,727.00 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,784,CESAREAN SECTION WITH STERILIZATION WITH CC,"$2,961.24 ","$27,404.82 ","$16,726.79 ","$21,807.12 ","$12,071.27 ","$15,913.28 ","$11,914.70 ","$15,705.25 ","$14,780.06 ","$19,270.24 ","$22,438.76 ","$17,099.05 ","$23,549.61 ","$18,136.43 ","$11,727.00 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,785,CESAREAN SECTION WITH STERILIZATION WITHOUT CC/MCC,"$2,961.24 ","$21,024.20 ","$13,983.04 ","$18,230.03 ","$10,091.18 ","$13,302.97 ","$9,960.29 ","$13,129.06 ","$12,355.63 ","$16,109.28 ","$17,214.38 ","$14,294.24 ","$19,686.69 ","$15,161.45 ","$11,727.00 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,786,CESAREAN SECTION WITHOUT STERILIZATION WITH MCC,"$3,636.60 ","$38,661.66 ","$24,307.23 ","$31,689.94 ","$17,541.88 ","$23,125.05 ","$17,314.35 ","$22,822.74 ","$21,478.26 ","$28,003.36 ","$31,655.73 ","$24,848.21 ","$34,222.11 ","$26,355.71 ","$11,727.00 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,787,CESAREAN SECTION WITHOUT STERILIZATION WITH CC,"$3,636.60 ","$26,882.63 ","$16,234.87 ","$21,165.80 ","$11,716.27 ","$15,445.28 ","$11,564.30 ","$15,243.37 ","$14,345.39 ","$18,703.52 ","$22,011.20 ","$16,596.19 ","$22,857.04 ","$17,603.05 ","$11,727.00 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,788,CESAREAN SECTION WITHOUT STERILIZATION WITHOUT CC/MCC,"$2,791.12 ","$22,396.81 ","$13,552.23 ","$17,668.37 ","$9,780.28 ","$12,893.11 ","$9,653.42 ","$12,724.56 ","$11,974.96 ","$15,612.96 ","$18,338.25 ","$13,853.84 ","$19,080.15 ","$14,694.33 ","$11,727.00 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,789,"NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY","$1,633.92 ","$36,962.29 ","$26,253.52 ","$34,227.36 ","$18,946.46 ","$24,976.68 ","$18,700.72 ","$24,650.16 ","$23,198.03 ","$30,245.60 ","$10,125.03 ","$26,837.81 ","$36,962.29 ","$28,466.02 ","$6,373.00 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,790,"EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE","$2,739.00 ","$138,664.95 ","$86,576.29 ","$112,871.63 ","$62,479.78 ","$82,365.63 ","$61,669.38 ","$81,288.88 ","$76,500.18 ","$99,740.96 ","$90,862.61 ","$88,503.10 ","$121,890.59 ","$93,872.45 ","$6,373.00 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,791,PREMATURITY WITH MAJOR PROBLEMS,"$2,739.00 ","$97,857.60 ","$59,128.10 ","$77,086.76 ","$42,671.16 ","$56,252.39 ","$42,117.69 ","$55,517.02 ","$52,246.53 ","$68,119.04 ","$45,801.86 ","$60,444.04 ","$83,246.34 ","$64,111.09 ","$5,265.00 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,792,PREMATURITY WITHOUT MAJOR PROBLEMS,"$1,659.22 ","$50,228.71 ","$35,676.38 ","$46,512.17 ","$25,746.68 ","$33,941.25 ","$25,412.73 ","$33,497.54 ","$31,524.21 ","$41,101.28 ","$7,343.85 ","$36,470.38 ","$50,228.71 ","$38,682.98 ","$5,265.00 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,793,FULL TERM NEONATE WITH MAJOR PROBLEMS,"$2,739.00 ","$85,511.18 ","$60,736.77 ","$79,184.02 ","$43,832.09 ","$57,782.82 ","$43,263.57 ","$57,027.44 ","$53,667.97 ","$69,972.32 ","$17,751.88 ","$62,088.51 ","$85,511.18 ","$65,855.32 ","$5,265.00 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,794,NEONATE WITH OTHER SIGNIFICANT PROBLEMS,$729.56 ,"$30,266.70 ","$21,497.79 ","$28,027.20 ","$15,514.38 ","$20,452.24 ","$15,313.15 ","$20,184.88 ","$18,995.79 ","$24,766.72 ","$4,519.92 ","$21,976.24 ","$30,266.70 ","$23,309.51 ","$1,861.00 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,795,NORMAL NEWBORN,$522.00 ,"$4,097.36 ","$2,910.27 ","$3,794.19 ","$2,100.26 ","$2,768.73 ","$2,073.02 ","$2,732.53 ","$2,571.56 ","$3,352.80 ","$2,363.80 ","$2,975.04 ","$4,097.36 ","$3,155.53 ","$1,128.00 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,796,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH MCC,"$2,961.24 ","$36,508.26 ","$16,314.31 ","$21,269.36 ","$11,773.60 ","$15,520.86 ","$11,620.89 ","$15,317.96 ","$14,415.58 ","$18,795.04 ","$29,892.55 ","$16,677.39 ","$22,968.88 ","$17,689.19 ","$6,515.00 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,797,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH CC,"$2,961.24 ","$21,059.02 ","$14,053.31 ","$18,321.65 ","$10,141.90 ","$13,369.83 ","$10,010.35 ","$13,195.05 ","$12,417.73 ","$16,190.24 ","$17,242.88 ","$14,366.08 ","$19,785.63 ","$15,237.65 ","$6,515.00 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,798,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITHOUT CC/MCC,"$2,961.24 ","$21,059.02 ","$12,638.66 ","$16,477.33 ","$9,120.98 ","$12,023.98 ","$9,002.68 ","$11,866.79 ","$11,167.72 ","$14,560.48 ","$17,242.88 ","$12,919.94 ","$17,793.95 ","$13,703.78 ","$6,515.00 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,799,SPLENECTOMY WITH MCC,"$18,365.64 ","$111,895.26 ","$78,583.36 ","$102,451.06 ","$56,711.50 ","$74,761.44 ","$55,975.92 ","$73,784.10 ","$69,437.51 ","$90,532.64 ","$80,448.47 ","$80,332.29 ","$110,637.37 ","$85,205.93 ","$89,858.79 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,800,SPLENECTOMY WITH CC,"$12,836.38 ","$68,672.43 ","$45,088.54 ","$58,783.03 ","$32,539.19 ","$42,895.65 ","$32,117.13 ","$42,334.88 ","$39,840.95 ","$51,944.64 ","$56,228.21 ","$46,092.01 ","$63,480.07 ","$48,888.35 ","$51,558.01 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,801,SPLENECTOMY WITHOUT CC/MCC,"$7,860.26 ","$57,818.42 ","$25,718.83 ","$33,530.27 ","$18,560.59 ","$24,467.99 ","$18,319.85 ","$24,148.12 ","$22,725.57 ","$29,629.60 ","$47,341.07 ","$26,291.22 ","$36,209.49 ","$27,886.27 ","$29,409.06 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,802,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITH MCC,"$12,986.51 ","$90,318.29 ","$56,657.81 ","$73,866.18 ","$40,888.42 ","$53,902.25 ","$40,358.07 ","$53,197.59 ","$50,063.74 ","$65,273.12 ","$73,951.59 ","$57,918.77 ","$79,768.43 ","$61,432.61 ","$64,787.28 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,803,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITH CC,"$5,749.58 ","$41,000.05 ","$28,794.09 ","$37,539.56 ","$20,779.92 ","$27,393.68 ","$20,510.39 ","$27,035.57 ","$25,442.92 ","$33,172.48 ","$32,740.92 ","$29,434.92 ","$40,539.15 ","$31,220.69 ","$32,925.57 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,804,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITHOUT CC/MCC,"$4,874.36 ","$33,899.82 ","$20,840.88 ","$27,170.77 ","$15,040.31 ","$19,827.28 ","$14,845.22 ","$19,568.08 ","$18,415.34 ","$24,009.92 ","$27,756.79 ","$21,304.71 ","$29,341.84 ","$22,597.24 ","$23,831.21 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,805,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH MCC,"$3,636.60 ","$25,442.89 ","$15,686.42 ","$20,450.78 ","$11,320.47 ","$14,923.51 ","$11,173.64 ","$14,728.42 ","$13,860.77 ","$18,071.68 ","$20,832.35 ","$16,035.54 ","$22,084.89 ","$17,008.39 ","$6,515.00 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,806,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH CC,"$3,636.60 ","$17,590.21 ","$11,211.79 ","$14,617.09 ","$8,091.25 ","$10,666.50 ","$7,986.30 ","$10,527.06 ","$9,906.92 ","$12,916.64 ","$14,402.66 ","$11,461.32 ","$15,785.06 ","$12,156.66 ","$6,515.00 ",,,,,,,,,,,
20,Standard Charges 12/20/21,VANDERBILT UNIVERSITY MEDICAL CENTER,807,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITHOUT CC/MCC,"$2,791.12 ","$15,267.72 ","$9,794.08 ","$12,768.79 ","$7,068.13 ","$9,317.75 ","$6,976.45 ","$9,195.94 ","$8,654.21 ","$11,283.36 ","$12,501.04 ","$10,012.06 ","$13,789.07 ","$10,619.48 ","$6,515.00 ",,,,,,,,,,,
