USNWR Rank,file_create_date,name,code,code type,code description,payer,gross charge,de-identified minimum negotiated charge,payer-specific negotiated charge,de-identified maximum negotiated charge,discounted cash price
17 (tie),8/30/2021,Barnes-Jewish Hospital,483,ms-drg,major joint or limb reattachment procedures of upper extremities,AETNA MEDICARE,54640.53,14541.87,18441.41,47963.73,32784.32
17 (tie),8/30/2021,Barnes-Jewish Hospital,483,ms-drg,major joint or limb reattachment procedures of upper extremities,UHC,54640.53,14541.87,46061,47963.73,32784.32
17 (tie),8/30/2021,Barnes-Jewish Hospital,493,ms-drg,"lower extremity and humerus procedures except hip, foot and femur with cc",ACCESS CHOICE PPO,60599.23,18297.51,39208.09,46717.92,36359.54
17 (tie),8/30/2021,Barnes-Jewish Hospital,493,ms-drg,"lower extremity and humerus procedures except hip, foot and femur with cc",ACCESS PPO,60599.23,18297.51,46717.92,46717.92,36359.54
17 (tie),8/30/2021,Barnes-Jewish Hospital,493,ms-drg,"lower extremity and humerus procedures except hip, foot and femur with cc",CONNECT NETWORK,60599.23,18297.51,19428.05,46717.92,36359.54
17 (tie),8/30/2021,Barnes-Jewish Hospital,493,ms-drg,"lower extremity and humerus procedures except hip, foot and femur with cc",UHC,60599.23,18297.51,28371,46717.92,36359.54
17 (tie),8/30/2021,Barnes-Jewish Hospital,494,ms-drg,"lower extremity and humerus procedures except hip, foot and femur without cc/mcc",ACCESS CHOICE PPO,53867.08,8790,31764.56,38419.9,32320.25
17 (tie),8/30/2021,Barnes-Jewish Hospital,494,ms-drg,"lower extremity and humerus procedures except hip, foot and femur without cc/mcc",CONNECT NETWORK,53867.08,8790,20871.41,38419.9,32320.25
17 (tie),8/30/2021,Barnes-Jewish Hospital,494,ms-drg,"lower extremity and humerus procedures except hip, foot and femur without cc/mcc",TRICARE,53867.08,8790,8790,38419.9,32320.25
17 (tie),8/30/2021,Barnes-Jewish Hospital,494,ms-drg,"lower extremity and humerus procedures except hip, foot and femur without cc/mcc",UHC,53867.08,8790,28371,38419.9,32320.25
17 (tie),8/30/2021,Barnes-Jewish Hospital,494,ms-drg,"lower extremity and humerus procedures except hip, foot and femur without cc/mcc",UHC MEDICARE,53867.08,8790,14663.25,38419.9,32320.25
17 (tie),8/30/2021,Barnes-Jewish Hospital,502,ms-drg,soft tissue procedures without cc/mcc,UHC,40417.96,8796.76,26015,26015,24250.78
17 (tie),8/30/2021,Barnes-Jewish Hospital,515,ms-drg,other musculoskeletal system and connective tissue o.r. procedures with mcc,UHC,85501.25,23673.03,47312,47312,51300.75
17 (tie),8/30/2021,Barnes-Jewish Hospital,516,ms-drg,other musculoskeletal system and connective tissue o.r. procedures with cc,ACCESS CHOICE PPO,57722.39,12046.34,31806.74,44893.36,34633.43
17 (tie),8/30/2021,Barnes-Jewish Hospital,516,ms-drg,other musculoskeletal system and connective tissue o.r. procedures with cc,TRICARE,57722.39,12046.34,15752.12,44893.36,34633.43
17 (tie),8/30/2021,Barnes-Jewish Hospital,516,ms-drg,other musculoskeletal system and connective tissue o.r. procedures with cc,UHC MEDICARE,57722.39,12046.34,15598.78,44893.36,34633.43
17 (tie),8/30/2021,Barnes-Jewish Hospital,517,ms-drg,other musculoskeletal system and connective tissue o.r. procedures without cc/mcc,UHC MEDICARE,40381.87,10394,11211.21,28384.52,24229.12
17 (tie),8/30/2021,Barnes-Jewish Hospital,520,ms-drg,back and neck procedures except spinal fusion without cc/mcc,ACCESS PPO,50200.09,9438.83,24547.23,25824,30120.05
17 (tie),8/30/2021,Barnes-Jewish Hospital,520,ms-drg,back and neck procedures except spinal fusion without cc/mcc,UHC,50200.09,9438.83,25824,25824,30120.05
17 (tie),8/30/2021,Barnes-Jewish Hospital,535,ms-drg,fractures of hip and pelvis with mcc,UHC MEDICARE,40621.64,10117.48,10117.48,10117.48,24372.98
17 (tie),8/30/2021,Barnes-Jewish Hospital,536,ms-drg,fractures of hip and pelvis without mcc,UHC MEDICARE,33927.65,6833.9,6833.9,6833.9,20356.59
17 (tie),8/30/2021,Barnes-Jewish Hospital,540,ms-drg,osteomyelitis with cc,UHC MEDICARE,21172.16,10773.22,10773.22,10773.22,12703.3
17 (tie),8/30/2021,Barnes-Jewish Hospital,542,ms-drg,pathological fractures and musculoskeletal and connective tissue malignancy with mcc,UHC MEDICARE,52848.75,14549.98,14549.98,25973.93,31709.25
17 (tie),8/30/2021,Barnes-Jewish Hospital,543,ms-drg,pathological fractures and musculoskeletal and connective tissue malignancy with cc,ACCESS CHOICE PPO,40248.46,9033.55,23372.13,31092,24149.08
17 (tie),8/30/2021,Barnes-Jewish Hospital,543,ms-drg,pathological fractures and musculoskeletal and connective tissue malignancy with cc,ACCESS PPO,40248.46,9033.55,20443.33,31092,24149.08
17 (tie),8/30/2021,Barnes-Jewish Hospital,543,ms-drg,pathological fractures and musculoskeletal and connective tissue malignancy with cc,UHC MEDICARE,40248.46,9033.55,9033.55,31092,24149.08
17 (tie),8/30/2021,Barnes-Jewish Hospital,544,ms-drg,pathological fractures and musculoskeletal and connective tissue malignancy without cc/mcc,UHC MEDICARE,29419.03,7023.72,7023.72,7023.72,17651.42
17 (tie),8/30/2021,Barnes-Jewish Hospital,638,ms-drg,diabetes with cc,UHC,18261.9,5017.24,11895.15,15397.55,10957.14
17 (tie),8/30/2021,Barnes-Jewish Hospital,545,ms-drg,connective tissue disorders with mcc,UHC,57202.47,22307.32,62324.5,62324.5,34321.48
17 (tie),8/30/2021,Barnes-Jewish Hospital,545,ms-drg,connective tissue disorders with mcc,UHC MEDICARE,57202.47,22307.32,22307.32,62324.5,34321.48
17 (tie),8/30/2021,Barnes-Jewish Hospital,546,ms-drg,connective tissue disorders with cc,UHC MEDICARE,42530.38,3587.87,3587.87,23439.3,25518.23
17 (tie),8/30/2021,Barnes-Jewish Hospital,551,ms-drg,medical back problems with mcc,UHC,43584.21,12752.2,20728,20728,26150.53
17 (tie),8/30/2021,Barnes-Jewish Hospital,551,ms-drg,medical back problems with mcc,UHC MEDICARE,43584.21,12752.2,12752.2,20728,26150.53
17 (tie),8/30/2021,Barnes-Jewish Hospital,552,ms-drg,medical back problems without mcc,ACCESS CHOICE PPO,28810.25,3200.68,17572.05,21250.29,17286.15
17 (tie),8/30/2021,Barnes-Jewish Hospital,552,ms-drg,medical back problems without mcc,UHC,28810.25,3200.68,13370.75,21250.29,17286.15
17 (tie),8/30/2021,Barnes-Jewish Hospital,554,ms-drg,bone diseases and arthropathies without mcc,ACCESS PPO,15467.3,7073.69,35632.14,35632.14,9280.38
17 (tie),8/30/2021,Barnes-Jewish Hospital,563,ms-drg,"fracture, sprain, strain and dislocation except femur, hip, pelvis and thigh without mcc",ACCESS CHOICE PPO,33866.38,6055.08,16805.91,16805.91,20319.83
17 (tie),8/30/2021,Barnes-Jewish Hospital,577,ms-drg,skin graft except for skin ulcer or cellulitis with cc,UHC MEDICARE,75818.39,19351.76,19351.76,19351.76,45491.03
17 (tie),8/30/2021,Barnes-Jewish Hospital,580,ms-drg,"other skin, subcutaneous tissue and breast procedures with cc",ACCESS PPO,43685.24,8868,30364.55,30364.55,26211.14
17 (tie),8/30/2021,Barnes-Jewish Hospital,580,ms-drg,"other skin, subcutaneous tissue and breast procedures with cc",CONNECT NETWORK,43685.24,8868,8868,30364.55,26211.14
17 (tie),8/30/2021,Barnes-Jewish Hospital,580,ms-drg,"other skin, subcutaneous tissue and breast procedures with cc",UHC,43685.24,8868,15417,30364.55,26211.14
17 (tie),8/30/2021,Barnes-Jewish Hospital,581,ms-drg,"other skin, subcutaneous tissue and breast procedures without cc/mcc",UHC,41504.2,23414,23414,23414,24902.52
17 (tie),8/30/2021,Barnes-Jewish Hospital,585,ms-drg,"breast biopsy, local excision and other breast procedures without cc/mcc",ACCESS PPO,67172.94,19212,30609.25,30609.25,40303.76
17 (tie),8/30/2021,Barnes-Jewish Hospital,585,ms-drg,"breast biopsy, local excision and other breast procedures without cc/mcc",UHC,67172.94,19212,19212,30609.25,40303.76
17 (tie),8/30/2021,Barnes-Jewish Hospital,600,ms-drg,non-malignant breast disorders with cc/mcc,UHC,24023.55,27141.28,27141.28,27141.28,14414.13
17 (tie),8/30/2021,Barnes-Jewish Hospital,603,ms-drg,cellulitis without mcc,ACCESS CHOICE PPO,15690.5,3823.82,12438.95,12438.95,9414.3
17 (tie),8/30/2021,Barnes-Jewish Hospital,603,ms-drg,cellulitis without mcc,TRICARE,15690.5,3823.82,3823.82,12438.95,9414.3
17 (tie),8/30/2021,Barnes-Jewish Hospital,604,ms-drg,"trauma to the skin, subcutaneous tissue and breast with mcc",AETNA LOCAL NON LOCAL,29808.69,12995,12995,12995,17885.21
17 (tie),8/30/2021,Barnes-Jewish Hospital,605,ms-drg,"trauma to the skin, subcutaneous tissue and breast without mcc",UHC MEDICARE,24439.28,7464.15,7464.15,18311,14663.57
17 (tie),8/30/2021,Barnes-Jewish Hospital,606,ms-drg,minor skin disorders with mcc,TRNPLT OPTUM,23814.95,9190.94,9190.94,15645.6,14288.97
17 (tie),8/30/2021,Barnes-Jewish Hospital,606,ms-drg,minor skin disorders with mcc,UHC,23814.95,9190.94,15645.6,15645.6,14288.97
17 (tie),8/30/2021,Barnes-Jewish Hospital,607,ms-drg,minor skin disorders without mcc,UHC MEDICARE,17379.9,7348.9,7348.9,7348.9,10427.94
17 (tie),8/30/2021,Barnes-Jewish Hospital,614,ms-drg,adrenal and pituitary procedures with cc/mcc,CONNECT NETWORK,80502.61,14627.61,109845.33,109845.33,48301.57
17 (tie),8/30/2021,Barnes-Jewish Hospital,614,ms-drg,adrenal and pituitary procedures with cc/mcc,UHC,80502.61,14627.61,23475.5,109845.33,48301.57
17 (tie),8/30/2021,Barnes-Jewish Hospital,619,ms-drg,o.r. procedures for obesity with mcc,ACCESS PPO,59707.05,60850.44,60850.44,60850.44,35824.23
17 (tie),8/30/2021,Barnes-Jewish Hospital,621,ms-drg,o.r. procedures for obesity without cc/mcc,ACCESS CHOICE PPO,39389.51,3670.48,24142.85,42513,23633.71
17 (tie),8/30/2021,Barnes-Jewish Hospital,621,ms-drg,o.r. procedures for obesity without cc/mcc,AETNA LOCAL NON LOCAL,39389.51,3670.48,42513,42513,23633.71
17 (tie),8/30/2021,Barnes-Jewish Hospital,621,ms-drg,o.r. procedures for obesity without cc/mcc,UHC,39389.51,3670.48,36306.36,42513,23633.71
17 (tie),8/30/2021,Barnes-Jewish Hospital,638,ms-drg,diabetes with cc,UHC MEDICARE,18261.9,5017.24,7565.27,15397.55,10957.14
17 (tie),8/30/2021,Barnes-Jewish Hospital,627,ms-drg,"thyroid, parathyroid and thyroglossal procedures without cc/mcc",UHC,35825.82,13592,13592,13592,21495.49
17 (tie),8/30/2021,Barnes-Jewish Hospital,637,ms-drg,diabetes with mcc,ACCESS PPO,27653.15,6903.42,16433.52,16433.52,16591.89
17 (tie),8/30/2021,Barnes-Jewish Hospital,637,ms-drg,diabetes with mcc,CONNECT NETWORK,27653.15,6903.42,6903.42,16433.52,16591.89
17 (tie),8/30/2021,Barnes-Jewish Hospital,637,ms-drg,diabetes with mcc,UHC,27653.15,6903.42,11179,16433.52,16591.89
17 (tie),8/30/2021,Barnes-Jewish Hospital,637,ms-drg,diabetes with mcc,UHC MEDICARE,27653.15,6903.42,11322.98,16433.52,16591.89
17 (tie),8/30/2021,Barnes-Jewish Hospital,638,ms-drg,diabetes with cc,ACCESS PPO,18261.9,5017.24,15397.55,15397.55,10957.14
17 (tie),8/30/2021,Barnes-Jewish Hospital,638,ms-drg,diabetes with cc,CONNECT NETWORK,18261.9,5017.24,6959,15397.55,10957.14
17 (tie),8/30/2021,Barnes-Jewish Hospital,640,ms-drg,"miscellaneous disorders of nutrition, metabolism, fluids and electrolytes with mcc",ACCESS PPO,29257.43,7506.38,18428.05,24430,17554.46
17 (tie),8/30/2021,Barnes-Jewish Hospital,640,ms-drg,"miscellaneous disorders of nutrition, metabolism, fluids and electrolytes with mcc",AETNA MEDICARE,29257.43,7506.38,9833.75,24430,17554.46
17 (tie),8/30/2021,Barnes-Jewish Hospital,640,ms-drg,"miscellaneous disorders of nutrition, metabolism, fluids and electrolytes with mcc",TRICARE,29257.43,7506.38,7506.38,24430,17554.46
17 (tie),8/30/2021,Barnes-Jewish Hospital,640,ms-drg,"miscellaneous disorders of nutrition, metabolism, fluids and electrolytes with mcc",UHC MEDICARE,29257.43,7506.38,10214.37,24430,17554.46
17 (tie),8/30/2021,Barnes-Jewish Hospital,641,ms-drg,"miscellaneous disorders of nutrition, metabolism, fluids and electrolytes without mcc",ACCESS PPO,20587.4,2919.98,14561.63,20839.6,12352.44
17 (tie),8/30/2021,Barnes-Jewish Hospital,641,ms-drg,"miscellaneous disorders of nutrition, metabolism, fluids and electrolytes without mcc",AETNA LOCAL NON LOCAL,20587.4,2919.98,20839.6,20839.6,12352.44
17 (tie),8/30/2021,Barnes-Jewish Hospital,641,ms-drg,"miscellaneous disorders of nutrition, metabolism, fluids and electrolytes without mcc",UHC,20587.4,2919.98,15546,20839.6,12352.44
17 (tie),8/30/2021,Barnes-Jewish Hospital,643,ms-drg,endocrine disorders with mcc,UHC MEDICARE,34696,13034.2,13034.2,13034.2,20817.6
17 (tie),8/30/2021,Barnes-Jewish Hospital,644,ms-drg,endocrine disorders with cc,ACCESS PPO,26285.6,8601.09,9587.25,14601.9,15771.36
17 (tie),8/30/2021,Barnes-Jewish Hospital,644,ms-drg,endocrine disorders with cc,UHC,26285.6,8601.09,14601.9,14601.9,15771.36
17 (tie),8/30/2021,Barnes-Jewish Hospital,644,ms-drg,endocrine disorders with cc,UHC MEDICARE,26285.6,8601.09,8601.09,14601.9,15771.36
17 (tie),8/30/2021,Barnes-Jewish Hospital,655,ms-drg,major bladder procedures without cc/mcc,UHC,64353.1,16637.2,64927,64927,38611.86
17 (tie),8/30/2021,Barnes-Jewish Hospital,655,ms-drg,major bladder procedures without cc/mcc,UHC MEDICARE,64353.1,16637.2,16637.2,64927,38611.86
17 (tie),8/30/2021,Barnes-Jewish Hospital,659,ms-drg,kidney and ureter procedures for non-neoplasm with mcc,UHC,53772.9,21272.51,29468,29468,32263.74
17 (tie),8/30/2021,Barnes-Jewish Hospital,660,ms-drg,kidney and ureter procedures for non-neoplasm with cc,CONNECT NETWORK,38900.01,11784.94,13995,13995,23340.01
17 (tie),8/30/2021,Barnes-Jewish Hospital,660,ms-drg,kidney and ureter procedures for non-neoplasm with cc,UHC MEDICARE,38900.01,11784.94,11784.94,13995,23340.01
17 (tie),8/30/2021,Barnes-Jewish Hospital,661,ms-drg,kidney and ureter procedures for non-neoplasm without cc/mcc,CONNECT NETWORK,30562.14,7672.9,14177.97,28910.83,18337.28
17 (tie),8/30/2021,Barnes-Jewish Hospital,661,ms-drg,kidney and ureter procedures for non-neoplasm without cc/mcc,TRICARE,30562.14,7672.9,7672.9,28910.83,18337.28
17 (tie),8/30/2021,Barnes-Jewish Hospital,661,ms-drg,kidney and ureter procedures for non-neoplasm without cc/mcc,UHC,30562.14,7672.9,28566,28910.83,18337.28
17 (tie),8/30/2021,Barnes-Jewish Hospital,673,ms-drg,other kidney and urinary tract procedures with mcc,UHC,70226.81,64186.5,64186.5,64186.5,42136.09
17 (tie),8/30/2021,Barnes-Jewish Hospital,682,ms-drg,renal failure with mcc,ACCESS CHOICE PPO,30322,12240.25,23967.42,23967.42,18193.2
17 (tie),8/30/2021,Barnes-Jewish Hospital,682,ms-drg,renal failure with mcc,ACCESS PPO,30322,12240.25,22065.35,23967.42,18193.2
17 (tie),8/30/2021,Barnes-Jewish Hospital,682,ms-drg,renal failure with mcc,AETNA MCR GOLD,30322,12240.25,12253.83,23967.42,18193.2
17 (tie),8/30/2021,Barnes-Jewish Hospital,682,ms-drg,renal failure with mcc,AETNA MEDICARE,30322,12240.25,12352.69,23967.42,18193.2
17 (tie),8/30/2021,Barnes-Jewish Hospital,682,ms-drg,renal failure with mcc,UHC,30322,12240.25,23454.03,23967.42,18193.2
17 (tie),8/30/2021,Barnes-Jewish Hospital,682,ms-drg,renal failure with mcc,UHC MEDICARE,30322,12240.25,12240.25,23967.42,18193.2
17 (tie),8/30/2021,Barnes-Jewish Hospital,683,ms-drg,renal failure with cc,ACCESS CHOICE PPO,19998.8,7857.67,15860.55,23063,11999.28
17 (tie),8/30/2021,Barnes-Jewish Hospital,683,ms-drg,renal failure with cc,ACCESS PPO,19998.8,7857.67,17378.25,23063,11999.28
17 (tie),8/30/2021,Barnes-Jewish Hospital,683,ms-drg,renal failure with cc,CONNECT NETWORK,19998.8,7857.67,10574,23063,11999.28
17 (tie),8/30/2021,Barnes-Jewish Hospital,683,ms-drg,renal failure with cc,TRNPLT OPTUM,19998.8,7857.67,10065.74,23063,11999.28
17 (tie),8/30/2021,Barnes-Jewish Hospital,683,ms-drg,renal failure with cc,UHC,19998.8,7857.67,23063,23063,11999.28
17 (tie),8/30/2021,Barnes-Jewish Hospital,683,ms-drg,renal failure with cc,UHC MEDICARE,19998.8,7857.67,7857.67,23063,11999.28
17 (tie),8/30/2021,Barnes-Jewish Hospital,684,ms-drg,renal failure without cc/mcc,UHC MEDICARE,16185.4,2853.27,2853.27,2853.27,9711.24
17 (tie),8/30/2021,Barnes-Jewish Hospital,686,ms-drg,kidney and urinary tract neoplasms with mcc,UHC MEDICARE,49867.95,14271.33,14271.33,14271.33,29920.77
17 (tie),8/30/2021,Barnes-Jewish Hospital,689,ms-drg,kidney and urinary tract infections with mcc,UHC,22927.8,9317.85,15849,15849,13756.68
17 (tie),8/30/2021,Barnes-Jewish Hospital,690,ms-drg,kidney and urinary tract infections without mcc,ACCESS CHOICE PPO,18373.35,7023.93,12526.09,15041.47,11024.01
17 (tie),8/30/2021,Barnes-Jewish Hospital,690,ms-drg,kidney and urinary tract infections without mcc,ACCESS PPO,18373.35,7023.93,15041.47,15041.47,11024.01
17 (tie),8/30/2021,Barnes-Jewish Hospital,690,ms-drg,kidney and urinary tract infections without mcc,AETNA LOCAL NON LOCAL,18373.35,7023.93,13950,15041.47,11024.01
17 (tie),8/30/2021,Barnes-Jewish Hospital,690,ms-drg,kidney and urinary tract infections without mcc,UHC,18373.35,7023.93,14907,15041.47,11024.01
17 (tie),8/30/2021,Barnes-Jewish Hospital,698,ms-drg,other kidney and urinary tract diagnoses with mcc,ACCESS CHOICE PPO,30363.3,13259.4,25170.37,25170.37,18217.98
17 (tie),8/30/2021,Barnes-Jewish Hospital,698,ms-drg,other kidney and urinary tract diagnoses with mcc,UHC,30363.3,13259.4,18527.42,25170.37,18217.98
17 (tie),8/30/2021,Barnes-Jewish Hospital,698,ms-drg,other kidney and urinary tract diagnoses with mcc,UHC MEDICARE,30363.3,13259.4,13259.4,25170.37,18217.98
17 (tie),8/30/2021,Barnes-Jewish Hospital,699,ms-drg,other kidney and urinary tract diagnoses with cc,UHC MEDICARE,20229.05,8735.71,8735.71,19812.34,12137.43
17 (tie),8/30/2021,Barnes-Jewish Hospital,707,ms-drg,major male pelvic procedures with cc/mcc,UHC MEDICARE,39966.6,15113.64,15113.64,23264,23979.96
17 (tie),8/30/2021,Barnes-Jewish Hospital,708,ms-drg,major male pelvic procedures without cc/mcc,CONNECT NETWORK,39151.19,11467.54,16202.71,26213.25,23490.71
17 (tie),8/30/2021,Barnes-Jewish Hospital,708,ms-drg,major male pelvic procedures without cc/mcc,HEALTH ALLIANCE EXCH,39151.19,11467.54,23252.26,26213.25,23490.71
17 (tie),8/30/2021,Barnes-Jewish Hospital,708,ms-drg,major male pelvic procedures without cc/mcc,UHC,39151.19,11467.54,24733,26213.25,23490.71
17 (tie),8/30/2021,Barnes-Jewish Hospital,741,ms-drg,uterine and adnexa procedures for non-ovarian and non-adnexal malignancy without cc/mcc,UHC,44979.86,10864.91,23769,23769,26987.92
17 (tie),8/30/2021,Barnes-Jewish Hospital,742,ms-drg,uterine and adnexa procedures for non-malignancy with cc/mcc,AETNA LOCAL NON LOCAL,46403.95,9997,20628,30996.41,27842.37
17 (tie),8/30/2021,Barnes-Jewish Hospital,742,ms-drg,uterine and adnexa procedures for non-malignancy with cc/mcc,HEALTHLINK HMO,46403.95,9997,20590,30996.41,27842.37
17 (tie),8/30/2021,Barnes-Jewish Hospital,742,ms-drg,uterine and adnexa procedures for non-malignancy with cc/mcc,UHC,46403.95,9997,18145,30996.41,27842.37
17 (tie),8/30/2021,Barnes-Jewish Hospital,743,ms-drg,Hysterectomy,ACCESS CHOICE PPO,40960.35,7549.93,25859.43,32502.43,24576.21
17 (tie),8/30/2021,Barnes-Jewish Hospital,743,ms-drg,Hysterectomy,ACCESS PPO,40960.35,7549.93,32502.43,32502.43,24576.21
17 (tie),8/30/2021,Barnes-Jewish Hospital,743,ms-drg,Hysterectomy,CIGNA OPEN ACCESS,40960.35,7549.93,18917,32502.43,24576.21
17 (tie),8/30/2021,Barnes-Jewish Hospital,743,ms-drg,Hysterectomy,CONNECT NETWORK,40960.35,7549.93,9997,32502.43,24576.21
17 (tie),8/30/2021,Barnes-Jewish Hospital,747,ms-drg,"vagina, cervix and vulva procedures without cc/mcc",TRICARE,34544.76,8105.32,8105.32,8105.32,20726.86
17 (tie),8/30/2021,Barnes-Jewish Hospital,749,ms-drg,other female reproductive system o.r. procedures with cc/mcc,UHC MEDICARE,81843.45,23827.85,23827.85,23827.85,49106.07
17 (tie),8/30/2021,Barnes-Jewish Hospital,758,ms-drg,"infections, female reproductive system with cc",UHC,24027.33,10364,10364,10364,14416.4
17 (tie),8/30/2021,Barnes-Jewish Hospital,760,ms-drg,menstrual and other female reproductive system disorders with cc/mcc,UHC,25401.55,10364,10364,10364,15240.93
17 (tie),8/30/2021,Barnes-Jewish Hospital,768,ms-drg,vaginal delivery with o.r. procedures except sterilization and/or d&c,ACCESS CHOICE PPO,9485,3870.45,7848,8773,5691
17 (tie),8/30/2021,Barnes-Jewish Hospital,768,ms-drg,vaginal delivery with o.r. procedures except sterilization and/or d&c,ACCESS PPO,9485,3870.45,8773,8773,5691
17 (tie),8/30/2021,Barnes-Jewish Hospital,768,ms-drg,vaginal delivery with o.r. procedures except sterilization and/or d&c,CIGNA CSD,9485,3870.45,7290,8773,5691
17 (tie),8/30/2021,Barnes-Jewish Hospital,768,ms-drg,vaginal delivery with o.r. procedures except sterilization and/or d&c,MISSOURI CARE,9485,3870.45,4937.46,8773,5691
17 (tie),8/30/2021,Barnes-Jewish Hospital,769,ms-drg,postpartum and post abortion diagnoses with o.r. procedures,MISSOURI CARE,54519.35,11051.86,11051.86,11051.86,32711.61
17 (tie),8/30/2021,Barnes-Jewish Hospital,776,ms-drg,postpartum and post abortion diagnoses without o.r. procedures,ACCESS CHOICE PPO,7585.6,2940.64,10053.05,10517.28,4551.36
17 (tie),8/30/2021,Barnes-Jewish Hospital,776,ms-drg,postpartum and post abortion diagnoses without o.r. procedures,AETNA LOCAL NON LOCAL,7585.6,2940.64,5741.4,10517.28,4551.36
17 (tie),8/30/2021,Barnes-Jewish Hospital,776,ms-drg,postpartum and post abortion diagnoses without o.r. procedures,MISSOURI CARE,7585.6,2940.64,5194.76,10517.28,4551.36
17 (tie),8/30/2021,Barnes-Jewish Hospital,776,ms-drg,postpartum and post abortion diagnoses without o.r. procedures,UHC,7585.6,2940.64,10517.28,10517.28,4551.36
17 (tie),8/30/2021,Barnes-Jewish Hospital,779,ms-drg,abortion without d&c,AETNA LOCAL NON LOCAL,10248.43,3330.35,3330.35,3330.35,6149.06
17 (tie),8/30/2021,Barnes-Jewish Hospital,783,ms-drg,cesarean section with sterilization with mcc,ACCESS CHOICE PPO,21130.01,8973.64,12442,12442,12678.01
17 (tie),8/30/2021,Barnes-Jewish Hospital,784,ms-drg,cesarean section with sterilization with cc,TRICARE,12592.61,4834.35,4834.35,12055.02,7555.57
17 (tie),8/30/2021,Barnes-Jewish Hospital,784,ms-drg,cesarean section with sterilization with cc,UHC COMMUNITY PLAN,12592.61,4834.35,5416.6,12055.02,7555.57
17 (tie),8/30/2021,Barnes-Jewish Hospital,785,ms-drg,cesarean section with sterilization without cc/mcc,ACCESS PPO,11442.71,4256.47,11440,11440,6865.63
17 (tie),8/30/2021,Barnes-Jewish Hospital,785,ms-drg,cesarean section with sterilization without cc/mcc,TRICARE,11442.71,4256.47,4256.47,11440,6865.63
17 (tie),8/30/2021,Barnes-Jewish Hospital,785,ms-drg,cesarean section with sterilization without cc/mcc,UHC COMMUNITY PLAN,11442.71,4256.47,5457.81,11440,6865.63
17 (tie),8/30/2021,Barnes-Jewish Hospital,786,ms-drg,cesarean section without sterilization with mcc,ACCESS PPO,17810.58,5903.6,12153.19,25602,10686.35
17 (tie),8/30/2021,Barnes-Jewish Hospital,786,ms-drg,cesarean section without sterilization with mcc,CIGNA OPEN ACCESS,17810.58,5903.6,25602,25602,10686.35
17 (tie),8/30/2021,Barnes-Jewish Hospital,786,ms-drg,cesarean section without sterilization with mcc,MISSOURI CARE,17810.58,5903.6,5903.6,25602,10686.35
17 (tie),8/30/2021,Barnes-Jewish Hospital,786,ms-drg,cesarean section without sterilization with mcc,UHC,17810.58,5903.6,12141.5,25602,10686.35
17 (tie),8/30/2021,Barnes-Jewish Hospital,786,ms-drg,cesarean section without sterilization with mcc,UHC COMMUNITY PLAN,17810.58,5903.6,7454.09,25602,10686.35
17 (tie),8/30/2021,Barnes-Jewish Hospital,787,ms-drg,cesarean section without sterilization with cc,CIGNA CSD,13985.03,5295.18,10207,13245,8391.02
17 (tie),8/30/2021,Barnes-Jewish Hospital,787,ms-drg,cesarean section without sterilization with cc,CONNECT NETWORK,13985.03,5295.18,6044,13245,8391.02
17 (tie),8/30/2021,Barnes-Jewish Hospital,787,ms-drg,cesarean section without sterilization with cc,UHC COMMUNITY PLAN,13985.03,5295.18,5612.78,13245,8391.02
17 (tie),8/30/2021,Barnes-Jewish Hospital,788,ms-drg,C-Section delivery of baby,ACCESS CHOICE PPO,12226.15,5482.5,11011.35,12491,7335.69
17 (tie),8/30/2021,Barnes-Jewish Hospital,788,ms-drg,C-Section delivery of baby,CIGNA CSD,12226.15,5482.5,10846.5,12491,7335.69
17 (tie),8/30/2021,Barnes-Jewish Hospital,788,ms-drg,C-Section delivery of baby,MISSOURI CARE,12226.15,5482.5,5482.5,12491,7335.69
17 (tie),8/30/2021,Barnes-Jewish Hospital,789,ms-drg,"neonates, died or transferred to another acute care facility",MISSOURI CARE,11174.7,2994.24,2994.24,3617.68,6704.82
17 (tie),8/30/2021,Barnes-Jewish Hospital,793,ms-drg,full term neonate with major problems,UHC COMMUNITY PLAN,10378.15,3617.68,3617.68,3617.68,6226.89
17 (tie),8/30/2021,Barnes-Jewish Hospital,795,ms-drg,normal newborn,MISSOURI CARE,7332.65,2442.68,2842.01,2842.01,4399.59
17 (tie),8/30/2021,Barnes-Jewish Hospital,796,ms-drg,vaginal delivery with sterilization and/or d&c with mcc,UHC COMMUNITY PLAN,13826.75,4574.23,6546.9,6546.9,8296.05
17 (tie),8/30/2021,Barnes-Jewish Hospital,797,ms-drg,vaginal delivery with sterilization and/or d&c with cc,UHC COMMUNITY PLAN,11169.63,4072.89,4730.79,7382.88,6701.78
17 (tie),8/30/2021,Barnes-Jewish Hospital,805,ms-drg,vaginal delivery without sterilization or d&c with mcc,ACCESS PPO,10802.18,3517.35,8510,13913,6481.31
17 (tie),8/30/2021,Barnes-Jewish Hospital,805,ms-drg,vaginal delivery without sterilization or d&c with mcc,CIGNA OPEN ACCESS,10802.18,3517.35,13913,13913,6481.31
17 (tie),8/30/2021,Barnes-Jewish Hospital,805,ms-drg,vaginal delivery without sterilization or d&c with mcc,MISSOURI CARE,10802.18,3517.35,4620.28,13913,6481.31
