Description,"Code 
Type","CPT/HCPCS 
DRG Code","Code
CDM/ERX/SUP",NDC,"Revenue
Code",Quantity,IP XR Aetna,IP XR Anthem,"IP XR
Blue Shield","IP XR
Cigna","IP XR
Health Net","IP XR
Kaiser","IP XR
United",Min,Max
Major bladder procedures,DRG,MS-DRG V37 (FY2020) 655,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,102488.1086,Variable,Variable
Kidney & ureter procedures for neoplasm,DRG,MS-DRG V37 (FY2020) 656,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,114142.4678,Variable,Variable
Kidney & ureter procedures for neoplasm,DRG,MS-DRG V37 (FY2020) 657,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,59350.87517,Variable,Variable
Kidney & ureter procedures for neoplasm,DRG,MS-DRG V37 (FY2020) 658,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,47596.03559,Variable,Variable
Kidney & ureter procedures for non-neoplasm,DRG,MS-DRG V37 (FY2020) 659,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,145987.5806,Variable,Variable
Kidney & ureter procedures for non-neoplasm,DRG,MS-DRG V37 (FY2020) 660,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,48251.07322,Variable,Variable
Kidney & ureter procedures for non-neoplasm,DRG,MS-DRG V37 (FY2020) 661,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,28811.00965,Variable,Variable
Minor bladder procedures,DRG,MS-DRG V37 (FY2020) 662,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,59973.81972,Variable,Variable
Minor bladder procedures,DRG,MS-DRG V37 (FY2020) 663,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,54042.40341,Variable,Variable
Minor bladder procedures,DRG,MS-DRG V37 (FY2020) 664,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,50735.35429,Variable,Variable
Prostatectomy,DRG,MS-DRG V37 (FY2020) 665,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,105752.6816,Variable,Variable
Prostatectomy,DRG,MS-DRG V37 (FY2020) 666,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,35082.66054,Variable,Variable
Transurethral procedures,DRG,MS-DRG V37 (FY2020) 668,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,380203.0814,Variable,Variable
Transurethral procedures,DRG,MS-DRG V37 (FY2020) 669,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,40018.13152,Variable,Variable
Transurethral procedures,DRG,MS-DRG V37 (FY2020) 670,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,39111.68781,Variable,Variable
Urethral procedures,DRG,MS-DRG V37 (FY2020) 671,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,65973.399,Variable,Variable
Urethral procedures,DRG,MS-DRG V37 (FY2020) 672,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,42526.36634,Variable,Variable
Other kidney & urinary tract procedures,DRG,MS-DRG V37 (FY2020) 673,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,113813.622,Variable,Variable
Other kidney & urinary tract procedures,DRG,MS-DRG V37 (FY2020) 674,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,79249.34825,Variable,Variable
Other kidney & urinary tract procedures,DRG,MS-DRG V37 (FY2020) 675,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,15071.68374,Variable,Variable
Renal failure,DRG,MS-DRG V37 (FY2020) 682,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,40445.2294,Variable,Variable
Renal failure,DRG,MS-DRG V37 (FY2020) 683,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,40799.19715,Variable,Variable
Renal failure,DRG,MS-DRG V37 (FY2020) 684,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,11762.5611,Variable,Variable
Kidney & urinary tract neoplasms,DRG,MS-DRG V37 (FY2020) 686,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,39499.13356,Variable,Variable
Kidney & urinary tract neoplasms,DRG,MS-DRG V37 (FY2020) 687,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,23114.80588,Variable,Variable
Kidney & urinary tract neoplasms,DRG,MS-DRG V37 (FY2020) 688,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,11407.13879,Variable,Variable
Kidney & urinary tract infections,DRG,MS-DRG V37 (FY2020) 689,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,37757.72829,Variable,Variable
Kidney & urinary tract infections,DRG,MS-DRG V37 (FY2020) 690,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,29076.55897,Variable,Variable
Urinary stones w esw lithotripsy,DRG,MS-DRG V37 (FY2020) 693,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,17780.53897,Variable,Variable
Urinary stones w esw lithotripsy,DRG,MS-DRG V37 (FY2020) 694,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,27656.09993,Variable,Variable
Kidney & urinary tract signs & symptoms,DRG,MS-DRG V37 (FY2020) 695,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,39473.02892,Variable,Variable
Kidney & urinary tract signs & symptoms,DRG,MS-DRG V37 (FY2020) 696,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,10504.5249,Variable,Variable
Urethral stricture,DRG,MS-DRG V37 (FY2020) 697,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,39274.76056,Variable,Variable
Other kidney & urinary tract diagnoses,DRG,MS-DRG V37 (FY2020) 698,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,46596.17534,Variable,Variable
Other kidney & urinary tract diagnoses,DRG,MS-DRG V37 (FY2020) 699,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,29243.036,Variable,Variable
Other kidney & urinary tract diagnoses,DRG,MS-DRG V37 (FY2020) 700,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,25265.46751,Variable,Variable
Major male pelvic procedures,DRG,MS-DRG V37 (FY2020) 707,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,49662.32523,Variable,Variable
Major male pelvic procedures,DRG,MS-DRG V37 (FY2020) 708,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,43691.34964,Variable,Variable
Penis procedures,DRG,MS-DRG V37 (FY2020) 709,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,55963.8951,Variable,Variable
Penis procedures,DRG,MS-DRG V37 (FY2020) 710,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,52248.28595,Variable,Variable
Testes procedures,DRG,MS-DRG V37 (FY2020) 711,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,62858.49054,Variable,Variable
Testes procedures,DRG,MS-DRG V37 (FY2020) 712,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,40470.32822,Variable,Variable
Transurethral prostatectomy,DRG,MS-DRG V37 (FY2020) 713,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,14082.20654,Variable,Variable
Transurethral prostatectomy,DRG,MS-DRG V37 (FY2020) 714,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,22810.9971,Variable,Variable
Other male reproductive system O.R. proc for malignancy,DRG,MS-DRG V37 (FY2020) 715,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,70629.13101,Variable,Variable
Other male reproductive system O.R. proc exc malignancy,DRG,MS-DRG V37 (FY2020) 717,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,58228.14362,Variable,Variable
Other male reproductive system O.R. proc exc malignancy,DRG,MS-DRG V37 (FY2020) 718,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,25407.96757,Variable,Variable
"Malignancy, male reproductive system",DRG,MS-DRG V37 (FY2020) 722,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,7068.21372,Variable,Variable
"Malignancy, male reproductive system",DRG,MS-DRG V37 (FY2020) 723,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,31742.87617,Variable,Variable
"Malignancy, male reproductive system",DRG,MS-DRG V37 (FY2020) 724,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,33796.06707,Variable,Variable
Benign prostatic hypertrophy,DRG,MS-DRG V37 (FY2020) 725,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,20823.20706,Variable,Variable
Benign prostatic hypertrophy,DRG,MS-DRG V37 (FY2020) 726,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,33243.65301,Variable,Variable
Inflammation of the male reproductive system,DRG,MS-DRG V37 (FY2020) 727,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,67920.85606,Variable,Variable
Inflammation of the male reproductive system,DRG,MS-DRG V37 (FY2020) 728,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,23365.50789,Variable,Variable
Other male reproductive system diagnoses,DRG,MS-DRG V37 (FY2020) 729,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,33874.39646,Variable,Variable
"Pelvic evisceration, rad hysterectomy & rad vulvectomy",DRG,MS-DRG V37 (FY2020) 734,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,66354.65515,Variable,Variable
Uterine & adnexa proc for ovarian or adnexal malignancy,DRG,MS-DRG V37 (FY2020) 736,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,116017.6844,Variable,Variable
Uterine & adnexa proc for ovarian or adnexal malignancy,DRG,MS-DRG V37 (FY2020) 737,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,61024.62038,Variable,Variable
Uterine & adnexa proc for ovarian or adnexal malignancy,DRG,MS-DRG V37 (FY2020) 738,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,60054.8648,Variable,Variable
"Uterine,adnexa proc for non-ovarian/adnexal malig",DRG,MS-DRG V37 (FY2020) 739,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,92594.50496,Variable,Variable
"Uterine,adnexa proc for non-ovarian/adnexal malig",DRG,MS-DRG V37 (FY2020) 740,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,65275.86977,Variable,Variable
"Uterine,adnexa proc for non-ovarian/adnexal malig",DRG,MS-DRG V37 (FY2020) 741,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,42164.41401,Variable,Variable
Uterine & adnexa proc for non-malignancy,DRG,MS-DRG V37 (FY2020) 742,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,44075.6387,Variable,Variable
Uterine & adnexa proc for non-malignancy,DRG,MS-DRG V37 (FY2020) 743,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,37978.00068,Variable,Variable
"D&C, conization, laparoscopy & tubal interruption",DRG,MS-DRG V37 (FY2020) 744,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,41205.01053,Variable,Variable
"D&C, conization, laparoscopy & tubal interruption",DRG,MS-DRG V37 (FY2020) 745,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,39632.7825,Variable,Variable
"Vagina, cervix & vulva procedures",DRG,MS-DRG V37 (FY2020) 746,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,57538.39781,Variable,Variable
"Vagina, cervix & vulva procedures",DRG,MS-DRG V37 (FY2020) 747,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,51063.19419,Variable,Variable
Female reproductive system reconstructive procedures,DRG,MS-DRG V37 (FY2020) 748,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,33840.21439,Variable,Variable
Other female reproductive system O.R. procedures,DRG,MS-DRG V37 (FY2020) 749,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,62347.22958,Variable,Variable
Other female reproductive system O.R. procedures,DRG,MS-DRG V37 (FY2020) 750,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,22324.58738,Variable,Variable
"Malignancy, female reproductive system",DRG,MS-DRG V37 (FY2020) 754,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,40991.03606,Variable,Variable
"Malignancy, female reproductive system",DRG,MS-DRG V37 (FY2020) 755,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,61385.30384,Variable,Variable
"Malignancy, female reproductive system",DRG,MS-DRG V37 (FY2020) 756,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,60032.16444,Variable,Variable
"Infections, female reproductive system",DRG,MS-DRG V37 (FY2020) 757,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,26851.28945,Variable,Variable
"Infections, female reproductive system",DRG,MS-DRG V37 (FY2020) 758,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,24942.4787,Variable,Variable
"Infections, female reproductive system",DRG,MS-DRG V37 (FY2020) 759,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,13875.99228,Variable,Variable
Menstrual & other female reproductive system disorders,DRG,MS-DRG V37 (FY2020) 760,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,26002.63339,Variable,Variable
Menstrual & other female reproductive system disorders,DRG,MS-DRG V37 (FY2020) 761,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,14080.19492,Variable,Variable
Vaginal delivery w O.R. proc except steril &/or D&C,DRG,MS-DRG V37 (FY2020) 768,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,32846.20332,Variable,Variable
Postpartum & post abortion diagnoses w O.R. procedure,DRG,MS-DRG V37 (FY2020) 769,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,32253.63422,Variable,Variable
"Abortion w D&C, aspiration curettage or hysterotomy",DRG,MS-DRG V37 (FY2020) 770,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,15290.74142,Variable,Variable
Postpartum & post abortion diagnoses w/o O.R. procedure,DRG,MS-DRG V37 (FY2020) 776,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,15310.8112,Variable,Variable
Abortion w/o D&C,DRG,MS-DRG V37 (FY2020) 779,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,13357.1568,Variable,Variable
Cesarean section,DRG,MS-DRG V37 (FY2020) 783,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,38972.32897,Variable,Variable
Cesarean section,DRG,MS-DRG V37 (FY2020) 784,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,35643.32998,Variable,Variable
Cesarean section,DRG,MS-DRG V37 (FY2020) 785,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,26439.47989,Variable,Variable
Cesarean section,DRG,MS-DRG V37 (FY2020) 786,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,47745.47575,Variable,Variable
Cesarean section,DRG,MS-DRG V37 (FY2020) 787,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,38058.20242,Variable,Variable
Cesarean section,DRG,MS-DRG V37 (FY2020) 788,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,32159.8231,Variable,Variable
"Neonates, died or transferred to another acute care facility",DRG,MS-DRG V37 (FY2020) 789,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,46574.47306,Variable,Variable
"Extreme immaturity or respiratory distress syndrome, neonate",DRG,MS-DRG V37 (FY2020) 790,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,190261.3949,Variable,Variable
Prematurity w major problems,DRG,MS-DRG V37 (FY2020) 791,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,106582.2273,Variable,Variable
Prematurity w/o major problems,DRG,MS-DRG V37 (FY2020) 792,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,25874.71757,Variable,Variable
Full term neonate w major problems,DRG,MS-DRG V37 (FY2020) 793,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,83944.91034,Variable,Variable
Neonate w other significant problems,DRG,MS-DRG V37 (FY2020) 794,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,2234.639025,Variable,Variable
Normal newborn,DRG,MS-DRG V37 (FY2020) 795,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,394.587,Variable,Variable
Vaginal delivery w sterilization &/or D&C,DRG,MS-DRG V37 (FY2020) 796,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,29077.33267,Variable,Variable
Vaginal delivery w sterilization &/or D&C,DRG,MS-DRG V37 (FY2020) 797,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,26479.60397,Variable,Variable
Vaginal delivery w sterilization &/or D&C,DRG,MS-DRG V37 (FY2020) 798,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,30526.31029,Variable,Variable
Splenectomy,DRG,MS-DRG V37 (FY2020) 799,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,113128.6422,Variable,Variable
Splenectomy,DRG,MS-DRG V37 (FY2020) 800,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,47989.60904,Variable,Variable
Splenectomy,DRG,MS-DRG V37 (FY2020) 801,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,18635.56257,Variable,Variable
Other O.R. proc of the blood & blood forming organs,DRG,MS-DRG V37 (FY2020) 802,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,88554.28225,Variable,Variable
Other O.R. proc of the blood & blood forming organs,DRG,MS-DRG V37 (FY2020) 803,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,59900.45749,Variable,Variable
Other O.R. proc of the blood & blood forming organs,DRG,MS-DRG V37 (FY2020) 804,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,55300.03729,Variable,Variable
Vaginal delivery w/o sterilization/D&C,DRG,MS-DRG V37 (FY2020) 805,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,30619.1775,Variable,Variable
Vaginal delivery w/o sterilization/D&C,DRG,MS-DRG V37 (FY2020) 806,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,26343.92794,Variable,Variable
Vaginal delivery w/o sterilization/D&C,DRG,MS-DRG V37 (FY2020) 807,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,22997.98492,Variable,Variable
Major hematol/immun diag exc sickle cell crisis & coagul,DRG,MS-DRG V37 (FY2020) 808,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,69030.82155,Variable,Variable
Major hematol/immun diag exc sickle cell crisis & coagul,DRG,MS-DRG V37 (FY2020) 809,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,39809.65032,Variable,Variable
Major hematol/immun diag exc sickle cell crisis & coagul,DRG,MS-DRG V37 (FY2020) 810,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,25613.3385,Variable,Variable
Red blood cell disorders,DRG,MS-DRG V37 (FY2020) 811,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,54985.60561,Variable,Variable
Red blood cell disorders,DRG,MS-DRG V37 (FY2020) 812,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,26351.35546,Variable,Variable
Coagulation disorders,DRG,MS-DRG V37 (FY2020) 813,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,42957.10834,Variable,Variable
Reticuloendothelial & immunity disorders,DRG,MS-DRG V37 (FY2020) 814,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,64537.0559,Variable,Variable
Reticuloendothelial & immunity disorders,DRG,MS-DRG V37 (FY2020) 815,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,30604.35341,Variable,Variable
Reticuloendothelial & immunity disorders,DRG,MS-DRG V37 (FY2020) 816,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,13669.40665,Variable,Variable
Other antepartum diagnoses w O.R. procedure,DRG,MS-DRG V37 (FY2020) 817,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,148917.1415,Variable,Variable
Other antepartum diagnoses w O.R. procedure,DRG,MS-DRG V37 (FY2020) 818,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,50407.80066,Variable,Variable
Other antepartum diagnoses w O.R. procedure,DRG,MS-DRG V37 (FY2020) 819,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,52106.00252,Variable,Variable
Lymphoma & leukemia w major O.R. procedure,DRG,MS-DRG V37 (FY2020) 820,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,364909.5082,Variable,Variable
Lymphoma & leukemia w major O.R. procedure,DRG,MS-DRG V37 (FY2020) 821,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,60920.9291,Variable,Variable
Lymphoma & leukemia w major O.R. procedure,DRG,MS-DRG V37 (FY2020) 822,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,30644.09064,Variable,Variable
Lymphoma & non-acute leukemia w other O.R. proc,DRG,MS-DRG V37 (FY2020) 823,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,179512.4349,Variable,Variable
Lymphoma & non-acute leukemia w other O.R. proc,DRG,MS-DRG V37 (FY2020) 824,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,69869.6052,Variable,Variable
Lymphoma & non-acute leukemia w other O.R. proc,DRG,MS-DRG V37 (FY2020) 825,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,58537.00466,Variable,Variable
Myeloprolif disord or poorly diff neopl w maj O.R. proc,DRG,MS-DRG V37 (FY2020) 826,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,108320.2824,Variable,Variable
Myeloprolif disord or poorly diff neopl w maj O.R. proc,DRG,MS-DRG V37 (FY2020) 827,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,84164.14597,Variable,Variable
Myeloprolif disord or poorly diff neopl w maj O.R. proc,DRG,MS-DRG V37 (FY2020) 828,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,49780.23711,Variable,Variable
Myeloprolif disord or poorly diff neopl w other O.R. proc,DRG,MS-DRG V37 (FY2020) 829,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,84755.20635,Variable,Variable
Myeloprolif disord or poorly diff neopl w other O.R. proc,DRG,MS-DRG V37 (FY2020) 830,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,44265.52789,Variable,Variable
Other antepartum diagnoses w/o O.R. procedure,DRG,MS-DRG V37 (FY2020) 831,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,24168.38412,Variable,Variable
Other antepartum diagnoses w/o O.R. procedure,DRG,MS-DRG V37 (FY2020) 832,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,16982.07283,Variable,Variable
Other antepartum diagnoses w/o O.R. procedure,DRG,MS-DRG V37 (FY2020) 833,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,12709.60859,Variable,Variable
Acute leukemia w/o major O.R. procedure,DRG,MS-DRG V37 (FY2020) 834,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,276984.6542,Variable,Variable
Acute leukemia w/o major O.R. procedure,DRG,MS-DRG V37 (FY2020) 835,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,170320.8867,Variable,Variable
Acute leukemia w/o major O.R. procedure,DRG,MS-DRG V37 (FY2020) 836,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,38465.85721,Variable,Variable
Chemo w acute leukemia as sdx,DRG,MS-DRG V37 (FY2020) 837,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,82697.81426,Variable,Variable
Chemo w acute leukemia as sdx,DRG,MS-DRG V37 (FY2020) 838,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,49628.11222,Variable,Variable
Chemo w acute leukemia as sdx,DRG,MS-DRG V37 (FY2020) 839,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,31189.23966,Variable,Variable
Lymphoma & non-acute leukemia,DRG,MS-DRG V37 (FY2020) 840,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,127429.6047,Variable,Variable
Lymphoma & non-acute leukemia,DRG,MS-DRG V37 (FY2020) 841,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,38594.77111,Variable,Variable
Lymphoma & non-acute leukemia,DRG,MS-DRG V37 (FY2020) 842,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,50062.98578,Variable,Variable
Other myeloprolif dis or poorly diff neopl diag,DRG,MS-DRG V37 (FY2020) 843,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,52678.87322,Variable,Variable
Other myeloprolif dis or poorly diff neopl diag,DRG,MS-DRG V37 (FY2020) 844,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,24222.04795,Variable,Variable
Other myeloprolif dis or poorly diff neopl diag,DRG,MS-DRG V37 (FY2020) 845,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,21065.75427,Variable,Variable
Chemotherapy w/o acute leukemia as secondary diagnosis,DRG,MS-DRG V37 (FY2020) 846,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,50432.70606,Variable,Variable
Chemotherapy w/o acute leukemia as secondary diagnosis,DRG,MS-DRG V37 (FY2020) 847,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,34812.19823,Variable,Variable
Chemotherapy w/o acute leukemia as secondary diagnosis,DRG,MS-DRG V37 (FY2020) 848,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,29389.66762,Variable,Variable
Radiotherapy,DRG,MS-DRG V37 (FY2020) 849,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,18678.78146,Variable,Variable
Infectious & parasitic diseases w O.R. procedure,DRG,MS-DRG V37 (FY2020) 853,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,250057.8593,Variable,Variable
Infectious & parasitic diseases w O.R. procedure,DRG,MS-DRG V37 (FY2020) 854,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,59649.70905,Variable,Variable
Infectious & parasitic diseases w O.R. procedure,DRG,MS-DRG V37 (FY2020) 855,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,50341.10772,Variable,Variable
Postoperative or post-traumatic infections w O.R. proc,DRG,MS-DRG V37 (FY2020) 856,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,136907.7237,Variable,Variable
Postoperative or post-traumatic infections w O.R. proc,DRG,MS-DRG V37 (FY2020) 857,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,54416.42546,Variable,Variable
Postoperative or post-traumatic infections w O.R. proc,DRG,MS-DRG V37 (FY2020) 858,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,38593.92004,Variable,Variable
Postoperative & post-traumatic infections,DRG,MS-DRG V37 (FY2020) 862,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,68274.42149,Variable,Variable
Postoperative & post-traumatic infections,DRG,MS-DRG V37 (FY2020) 863,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,41516.55631,Variable,Variable
Fever,DRG,MS-DRG V37 (FY2020) 864,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,22673.4255,Variable,Variable
Viral illness,DRG,MS-DRG V37 (FY2020) 865,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,27619.76697,Variable,Variable
Viral illness,DRG,MS-DRG V37 (FY2020) 866,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,24311.2014,Variable,Variable
Other infectious & parasitic diseases diagnoses,DRG,MS-DRG V37 (FY2020) 867,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,73376.53198,Variable,Variable
Other infectious & parasitic diseases diagnoses,DRG,MS-DRG V37 (FY2020) 868,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,51831.36997,Variable,Variable
Other infectious & parasitic diseases diagnoses,DRG,MS-DRG V37 (FY2020) 869,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,22411.41974,Variable,Variable
Septicemia or severe sepsis w MV >96 hours,DRG,MS-DRG V37 (FY2020) 870,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,299209.3878,Variable,Variable
Septicemia or severe sepsis w/o MV >96 hours,DRG,MS-DRG V37 (FY2020) 871,,NA,,,Variable,Variable,Variable,Variable,Variable,Variable,69127.09304,Variable,Variable
