US News Ranking,Hospital Name,Billing Code Type,DRG Number,DRG Description,Payor,Plan,Charge Amount
7,New York-Presbyterian Hospital,MSDRG,710,PENIS PROCEDURES WITHOUT CC/MCC,Other,MVP Essential,14379.204
7,New York-Presbyterian Hospital,MSDRG,711,TESTES PROCEDURES WITH CC/MCC,Other,MVP Essential,20945.52
7,New York-Presbyterian Hospital,MSDRG,712,TESTES PROCEDURES WITHOUT CC/MCC,Other,MVP Essential,12168.3570794852
7,New York-Presbyterian Hospital,MSDRG,713,TRANSURETHRAL PROSTATECTOMY WITH CC/MCC,Other,MVP Essential,16183.716
7,New York-Presbyterian Hospital,MSDRG,714,TRANSURETHRAL PROSTATECTOMY WITHOUT CC/MCC,Other,MVP Essential,9238.9421743245
7,New York-Presbyterian Hospital,MSDRG,715,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY WITH CC/MCC,Other,MVP Essential,20022.2408150668
7,New York-Presbyterian Hospital,MSDRG,716,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY WITHOUT CC/MCC,Other,MVP Essential,14286.1556749331
7,New York-Presbyterian Hospital,MSDRG,717,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITH CC/MCC,Other,MVP Essential,19673.436
7,New York-Presbyterian Hospital,MSDRG,718,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITHOUT CC/MCC,Other,MVP Essential,12852.4949685481
7,New York-Presbyterian Hospital,MSDRG,722,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH MCC",Other,MVP Essential,35115.084
7,New York-Presbyterian Hospital,MSDRG,723,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH CC",Other,MVP Essential,16630.8784331623
7,New York-Presbyterian Hospital,MSDRG,724,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",Other,MVP Essential,7029.3901812462
7,New York-Presbyterian Hospital,MSDRG,725,BENIGN PROSTATIC HYPERTROPHY WITH MCC,Other,MVP Essential,15925.8002729575
7,New York-Presbyterian Hospital,MSDRG,726,BENIGN PROSTATIC HYPERTROPHY WITHOUT MCC,Other,MVP Essential,13694.424
7,New York-Presbyterian Hospital,MSDRG,727,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITH MCC,Other,MVP Essential,19016.688
7,New York-Presbyterian Hospital,MSDRG,728,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITHOUT MCC,Other,MVP Essential,13694.424
7,New York-Presbyterian Hospital,MSDRG,729,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITH CC/MCC,Other,MVP Essential,13667.6430998948
7,New York-Presbyterian Hospital,MSDRG,730,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,Other,MVP Essential,13694.424
7,New York-Presbyterian Hospital,MSDRG,734,"PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITH CC/MCC",Other,MVP Essential,23168.7531242367
7,New York-Presbyterian Hospital,MSDRG,735,"PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITHOUT CC/MCC",Other,MVP Essential,15569.2387377098
7,New York-Presbyterian Hospital,MSDRG,736,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH MCC,Other,MVP Essential,32574.9794527911
7,New York-Presbyterian Hospital,MSDRG,737,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH CC,Other,MVP Essential,21884.5726010322
7,New York-Presbyterian Hospital,MSDRG,738,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITHOUT CC/MCC,Other,MVP Essential,15266.4488272868
7,New York-Presbyterian Hospital,MSDRG,739,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH MCC,Other,MVP Essential,56403.012
7,New York-Presbyterian Hospital,MSDRG,740,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH CC,Other,MVP Essential,17579.8413073919
7,New York-Presbyterian Hospital,MSDRG,741,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITHOUT CC/MCC,Other,MVP Essential,14091.0498462244
7,New York-Presbyterian Hospital,MSDRG,742,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITH CC/MCC,Other,MVP Essential,16978.806
7,New York-Presbyterian Hospital,MSDRG,743,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,Other,MVP Essential,15970.524
7,New York-Presbyterian Hospital,MSDRG,744,"D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITH CC/MCC",Other,MVP Essential,24014.838
7,New York-Presbyterian Hospital,MSDRG,745,"D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITHOUT CC/MCC",Other,MVP Essential,13472.664
7,New York-Presbyterian Hospital,MSDRG,746,"VAGINA, CERVIX AND VULVA PROCEDURES WITH CC/MCC",Other,MVP Essential,14822.2693514097
7,New York-Presbyterian Hospital,MSDRG,747,"VAGINA, CERVIX AND VULVA PROCEDURES WITHOUT CC/MCC",Other,MVP Essential,9896.2745289876
7,New York-Presbyterian Hospital,MSDRG,748,FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,Other,MVP Essential,12532.3011286915
7,New York-Presbyterian Hospital,MSDRG,749,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES WITH CC/MCC,Other,MVP Essential,19893.3253630267
7,New York-Presbyterian Hospital,MSDRG,750,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,Other,MVP Essential,18526.86
7,New York-Presbyterian Hospital,MSDRG,754,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH MCC",Other,MVP Essential,29456.514
7,New York-Presbyterian Hospital,MSDRG,755,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH CC",Other,MVP Essential,16768.0680036572
7,New York-Presbyterian Hospital,MSDRG,756,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",Other,MVP Essential,11690.7105631225
7,New York-Presbyterian Hospital,MSDRG,757,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH MCC",Other,MVP Essential,14366.7504661828
7,New York-Presbyterian Hospital,MSDRG,758,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH CC",Other,MVP Essential,27881.04
7,New York-Presbyterian Hospital,MSDRG,759,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",Other,MVP Essential,11916.672
7,New York-Presbyterian Hospital,MSDRG,760,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS WITH CC/MCC,Other,MVP Essential,14654.574
7,New York-Presbyterian Hospital,MSDRG,761,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS WITHOUT CC/MCC,Other,MVP Essential,11200.218
7,New York-Presbyterian Hospital,MSDRG,768,VAGINAL DELIVERY WITH O.R. PROCEDURES EXCEPT STERILIZATION AND/OR D&C,Other,MVP Essential,15921.1056
7,New York-Presbyterian Hospital,MSDRG,769,POSTPARTUM AND POST ABORTION DIAGNOSES WITH O.R. PROCEDURES,Other,MVP Essential,11788.74
7,New York-Presbyterian Hospital,MSDRG,770,"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",Other,MVP Essential,19183.776
7,New York-Presbyterian Hospital,MSDRG,776,POSTPARTUM AND POST ABORTION DIAGNOSES WITHOUT O.R. PROCEDURES,Other,MVP Essential,49835.81
7,New York-Presbyterian Hospital,MSDRG,779,ABORTION WITHOUT D&C,Other,MVP Essential,9925.2373715408
7,New York-Presbyterian Hospital,MSDRG,783,CESAREAN SECTION WITH STERILIZATION WITH MCC,Other,MVP Essential,24364.8531544762
7,New York-Presbyterian Hospital,MSDRG,784,CESAREAN SECTION WITH STERILIZATION WITH CC,Other,MVP Essential,16609.344
7,New York-Presbyterian Hospital,MSDRG,785,CESAREAN SECTION WITH STERILIZATION WITHOUT CC/MCC,Other,MVP Essential,15098.1
7,New York-Presbyterian Hospital,MSDRG,786,CESAREAN SECTION WITHOUT STERILIZATION WITH MCC,Other,MVP Essential,18271.7124
7,New York-Presbyterian Hospital,MSDRG,787,CESAREAN SECTION WITHOUT STERILIZATION WITH CC,Other,MVP Essential,17501.29392
7,New York-Presbyterian Hospital,MSDRG,788,CESAREAN SECTION WITHOUT STERILIZATION WITHOUT CC/MCC,Other,MVP Essential,15329.593
7,New York-Presbyterian Hospital,MSDRG,789,"NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY",Other,MVP Essential,240919.3731428571
7,New York-Presbyterian Hospital,MSDRG,790,"EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE",Other,MVP Essential,176387.6223157895
7,New York-Presbyterian Hospital,MSDRG,791,PREMATURITY WITH MAJOR PROBLEMS,Other,MVP Essential,139541.1632727273
7,New York-Presbyterian Hospital,MSDRG,792,PREMATURITY WITHOUT MAJOR PROBLEMS,Other,MVP Essential,26049.2568
7,New York-Presbyterian Hospital,MSDRG,793,FULL TERM NEONATE WITH MAJOR PROBLEMS,Other,MVP Essential,47487.4240909091
7,New York-Presbyterian Hospital,MSDRG,794,NEONATE WITH OTHER SIGNIFICANT PROBLEMS,Other,MVP Essential,9341.8520294118
7,New York-Presbyterian Hospital,MSDRG,795,NORMAL NEWBORN,Other,MVP Essential,7448.8423809524
7,New York-Presbyterian Hospital,MSDRG,796,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH MCC,Other,MVP Essential,11900.1552466581
7,New York-Presbyterian Hospital,MSDRG,797,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH CC,Other,MVP Essential,10874.5134757076
7,New York-Presbyterian Hospital,MSDRG,798,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITHOUT CC/MCC,Other,MVP Essential,14598.528
7,New York-Presbyterian Hospital,MSDRG,799,SPLENECTOMY WITH MCC,Other,MVP Essential,38703.3878988083
7,New York-Presbyterian Hospital,MSDRG,800,SPLENECTOMY WITH CC,Other,MVP Essential,18965.9857607651
7,New York-Presbyterian Hospital,MSDRG,801,SPLENECTOMY WITHOUT CC/MCC,Other,MVP Essential,29516.22
7,New York-Presbyterian Hospital,MSDRG,802,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITH MCC,Other,MVP Essential,261393.432
7,New York-Presbyterian Hospital,MSDRG,803,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITH CC,Other,MVP Essential,21093.2795939565
7,New York-Presbyterian Hospital,MSDRG,804,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITHOUT CC/MCC,Other,MVP Essential,15162.1214049912
7,New York-Presbyterian Hospital,MSDRG,805,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH MCC,Other,MVP Essential,15512.038
7,New York-Presbyterian Hospital,MSDRG,806,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH CC,Other,MVP Essential,14608.2702857143
7,New York-Presbyterian Hospital,MSDRG,807,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITHOUT CC/MCC,Other,MVP Essential,12028.2755294118
7,New York-Presbyterian Hospital,MSDRG,808,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION DISORDERS WITH MCC,Other,MVP Essential,23878.368
7,New York-Presbyterian Hospital,MSDRG,809,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION DISORDERS WITH CC,Other,MVP Essential,32512.737
7,New York-Presbyterian Hospital,MSDRG,810,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION DISORDERS WITHOUT CC/MCC,Other,MVP Essential,16301.94
7,New York-Presbyterian Hospital,MSDRG,811,RED BLOOD CELL DISORDERS WITH MCC,Other,MVP Essential,79255.1235
7,New York-Presbyterian Hospital,MSDRG,812,RED BLOOD CELL DISORDERS WITHOUT MCC,Other,MVP Essential,18146.5331162791
7,New York-Presbyterian Hospital,MSDRG,813,COAGULATION DISORDERS,Other,MVP Essential,31341.284
7,New York-Presbyterian Hospital,MSDRG,814,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH MCC,Other,MVP Essential,26340.7879498073
7,New York-Presbyterian Hospital,MSDRG,815,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH CC,Other,MVP Essential,13230.8991461195
7,New York-Presbyterian Hospital,MSDRG,816,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITHOUT CC/MCC,Other,MVP Essential,9650.8770843364
7,New York-Presbyterian Hospital,MSDRG,817,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITH MCC,Other,MVP Essential,14901.924
7,New York-Presbyterian Hospital,MSDRG,818,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITH CC,Other,MVP Essential,23445.513
7,New York-Presbyterian Hospital,MSDRG,819,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITHOUT CC/MCC,Other,MVP Essential,10212.4305603889
7,New York-Presbyterian Hospital,MSDRG,820,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITH MCC,Other,MVP Essential,73098.776
7,New York-Presbyterian Hospital,MSDRG,821,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITH CC,Other,MVP Essential,67692.432
7,New York-Presbyterian Hospital,MSDRG,822,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITHOUT CC/MCC,Other,MVP Essential,15279.1091442782
7,New York-Presbyterian Hospital,MSDRG,823,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH MCC,Other,MVP Essential,114344.712
7,New York-Presbyterian Hospital,MSDRG,824,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH CC,Other,MVP Essential,29619.276
7,New York-Presbyterian Hospital,MSDRG,825,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITHOUT CC/MCC,Other,MVP Essential,13840.8238736396
7,New York-Presbyterian Hospital,MSDRG,826,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDURES WITH MCC,Other,MVP Essential,114344.712
7,New York-Presbyterian Hospital,MSDRG,827,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDURES WITH CC,Other,MVP Essential,29296.131345544
7,New York-Presbyterian Hospital,MSDRG,828,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDURES WITHOUT CC/MCC,Other,MVP Essential,18652.8432367011
7,New York-Presbyterian Hospital,MSDRG,829,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCEDURES WITH CC/MCC,Other,MVP Essential,47105.4665652579
7,New York-Presbyterian Hospital,MSDRG,830,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCEDURES WITHOUT CC/MCC,Other,MVP Essential,16280.3959868327
7,New York-Presbyterian Hospital,MSDRG,831,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH MCC,Other,MVP Essential,14585.094
7,New York-Presbyterian Hospital,MSDRG,832,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITH CC,Other,MVP Essential,10819.1305714286
7,New York-Presbyterian Hospital,MSDRG,833,OTHER ANTEPARTUM DIAGNOSES WITHOUT O.R. PROCEDURES WITHOUT CC/MCC,Other,MVP Essential,10129.182
7,New York-Presbyterian Hospital,MSDRG,834,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITH MCC,Other,MVP Essential,81225.956
7,New York-Presbyterian Hospital,MSDRG,835,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITH CC,Other,MVP Essential,54842.8668374699
7,New York-Presbyterian Hospital,MSDRG,836,ACUTE LEUKEMIA WITHOUT MAJOR O.R. PROCEDURES WITHOUT CC/MCC,Other,MVP Essential,29733.9860048314
7,New York-Presbyterian Hospital,MSDRG,837,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS OR WITH HIGH DOSE CHEMOTHERAPY AGENT WITH MCC,Other,MVP Essential,185636.256
7,New York-Presbyterian Hospital,MSDRG,838,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC OR HIGH DOSE CHEMOTHERAPY AGENT,Other,MVP Essential,26603.8428216086
7,New York-Presbyterian Hospital,MSDRG,839,CHEMOTHERAPY WITH ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITHOUT CC/MCC,Other,MVP Essential,35043.192
7,New York-Presbyterian Hospital,MSDRG,840,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH MCC,Other,MVP Essential,65350.9413333333
7,New York-Presbyterian Hospital,MSDRG,841,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH CC,Other,MVP Essential,28432.7568
7,New York-Presbyterian Hospital,MSDRG,842,LYMPHOMA AND NON-ACUTE LEUKEMIA WITHOUT CC/MCC,Other,MVP Essential,15974.0596793494
7,New York-Presbyterian Hospital,MSDRG,843,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITH MCC,Other,MVP Essential,46538.208
7,New York-Presbyterian Hospital,MSDRG,844,OTHER MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASTIC DIAGNOSES WITH CC,Other,MVP Essential,15450.0598457468
7,New York-Presbyterian Hospital,MSDRG,846,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH MCC,Other,MVP Essential,58881.288
7,New York-Presbyterian Hospital,MSDRG,847,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITH CC,Other,MVP Essential,18266.5133333333
7,New York-Presbyterian Hospital,MSDRG,848,CHEMOTHERAPY WITHOUT ACUTE LEUKEMIA AS SECONDARY DIAGNOSIS WITHOUT CC/MCC,Other,MVP Essential,11388.1610384652
7,New York-Presbyterian Hospital,MSDRG,849,RADIOTHERAPY,Other,MVP Essential,26992.4664760892
7,New York-Presbyterian Hospital,MSDRG,853,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH MCC,Other,MVP Essential,75335.1296470588
7,New York-Presbyterian Hospital,MSDRG,854,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITH CC,Other,MVP Essential,38572.682
7,New York-Presbyterian Hospital,MSDRG,855,INFECTIOUS AND PARASITIC DISEASES WITH O.R. PROCEDURES WITHOUT CC/MCC,Other,MVP Essential,25637.844
7,New York-Presbyterian Hospital,MSDRG,856,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH MCC,Other,MVP Essential,51763.002
7,New York-Presbyterian Hospital,MSDRG,857,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITH CC,Other,MVP Essential,15651.276
7,New York-Presbyterian Hospital,MSDRG,858,POSTOPERATIVE OR POST-TRAUMATIC INFECTIONS WITH O.R. PROCEDURES WITHOUT CC/MCC,Other,MVP Essential,13010.8290595283
7,New York-Presbyterian Hospital,MSDRG,862,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITH MCC,Other,MVP Essential,27043.344
7,New York-Presbyterian Hospital,MSDRG,863,POSTOPERATIVE AND POST-TRAUMATIC INFECTIONS WITHOUT MCC,Other,MVP Essential,22780.536
7,New York-Presbyterian Hospital,MSDRG,864,FEVER AND INFLAMMATORY CONDITIONS,Other,MVP Essential,13050.459
7,New York-Presbyterian Hospital,MSDRG,865,VIRAL ILLNESS WITH MCC,Other,MVP Essential,114254.337
7,New York-Presbyterian Hospital,MSDRG,866,VIRAL ILLNESS WITHOUT MCC,Other,MVP Essential,18062.018
7,New York-Presbyterian Hospital,MSDRG,867,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH MCC,Other,MVP Essential,51846.636
7,New York-Presbyterian Hospital,MSDRG,868,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITH CC,Other,MVP Essential,13916.1834903725
7,New York-Presbyterian Hospital,MSDRG,869,OTHER INFECTIOUS AND PARASITIC DISEASES DIAGNOSES WITHOUT CC/MCC,Other,MVP Essential,9873.2412019873
7,New York-Presbyterian Hospital,MSDRG,870,SEPTICEMIA OR SEVERE SEPSIS WITH MV >96 HOURS,Other,MVP Essential,113658.366
7,New York-Presbyterian Hospital,MSDRG,871,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITH MCC,Other,MVP Essential,45740.8047272727
7,New York-Presbyterian Hospital,MSDRG,872,SEPTICEMIA OR SEVERE SEPSIS WITHOUT MV >96 HOURS WITHOUT MCC,Other,MVP Essential,22411.1248695652
7,New York-Presbyterian Hospital,MSDRG,876,O.R. PROCEDURES WITH PRINCIPAL DIAGNOSIS OF MENTAL ILLNESS,Other,MVP Essential,29581.8057894521
7,New York-Presbyterian Hospital,MSDRG,880,ACUTE ADJUSTMENT REACTION AND PSYCHOSOCIAL DYSFUNCTION,Other,MVP Essential,16717.9374545455
7,New York-Presbyterian Hospital,MSDRG,881,DEPRESSIVE NEUROSES,Other,MVP Essential,13663.1373333333
7,New York-Presbyterian Hospital,MSDRG,882,NEUROSES EXCEPT DEPRESSIVE,Other,MVP Essential,19278.672
7,New York-Presbyterian Hospital,MSDRG,883,DISORDERS OF PERSONALITY AND IMPULSE CONTROL,Other,MVP Essential,16456.596
7,New York-Presbyterian Hospital,MSDRG,884,ORGANIC DISTURBANCES AND INTELLECTUAL DISABILITY,Other,MVP Essential,72856.3237894737
7,New York-Presbyterian Hospital,MSDRG,885,PSYCHOSES,Other,MVP Essential,21933.1186544623
7,New York-Presbyterian Hospital,MSDRG,886,BEHAVIORAL AND DEVELOPMENTAL DISORDERS,Other,MVP Essential,16874.172
7,New York-Presbyterian Hospital,MSDRG,887,OTHER MENTAL DISORDER DIAGNOSES,Other,MVP Essential,1365.492
7,New York-Presbyterian Hospital,MSDRG,894,"ALCOHOL, DRUG ABUSE OR DEPENDENCE, LEFT AMA",Other,MVP Essential,13557.008
7,New York-Presbyterian Hospital,MSDRG,895,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITH REHABILITATION THERAPY",Other,MVP Essential,18673.7125714286
7,New York-Presbyterian Hospital,MSDRG,896,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITH MCC",Other,MVP Essential,48742.1727692308
7,New York-Presbyterian Hospital,MSDRG,897,"ALCOHOL, DRUG ABUSE OR DEPENDENCE WITHOUT REHABILITATION THERAPY WITHOUT MCC",Other,MVP Essential,18254.0616428572
7,New York-Presbyterian Hospital,MSDRG,901,WOUND DEBRIDEMENTS FOR INJURIES WITH MCC,Other,MVP Essential,16456.686
7,New York-Presbyterian Hospital,MSDRG,902,WOUND DEBRIDEMENTS FOR INJURIES WITH CC,Other,MVP Essential,23030.9319519261
7,New York-Presbyterian Hospital,MSDRG,903,WOUND DEBRIDEMENTS FOR INJURIES WITHOUT CC/MCC,Other,MVP Essential,11336.5261760019
7,New York-Presbyterian Hospital,MSDRG,904,SKIN GRAFTS FOR INJURIES WITH CC/MCC,Other,MVP Essential,115027.056
7,New York-Presbyterian Hospital,MSDRG,905,SKIN GRAFTS FOR INJURIES WITHOUT CC/MCC,Other,MVP Essential,13892.4037907851
7,New York-Presbyterian Hospital,MSDRG,906,HAND PROCEDURES FOR INJURIES,Other,MVP Essential,19500.1229320574
7,New York-Presbyterian Hospital,MSDRG,907,OTHER O.R. PROCEDURES FOR INJURIES WITH MCC,Other,MVP Essential,90728.388
7,New York-Presbyterian Hospital,MSDRG,908,OTHER O.R. PROCEDURES FOR INJURIES WITH CC,Other,MVP Essential,47187.048
7,New York-Presbyterian Hospital,MSDRG,909,OTHER O.R. PROCEDURES FOR INJURIES WITHOUT CC/MCC,Other,MVP Essential,12062.1065710643
7,New York-Presbyterian Hospital,MSDRG,913,TRAUMATIC INJURY WITH MCC,Other,MVP Essential,66034.824
7,New York-Presbyterian Hospital,MSDRG,914,TRAUMATIC INJURY WITHOUT MCC,Other,MVP Essential,12664.812
7,New York-Presbyterian Hospital,MSDRG,915,ALLERGIC REACTIONS WITH MCC,Other,MVP Essential,17254.7596236336
7,New York-Presbyterian Hospital,MSDRG,916,ALLERGIC REACTIONS WITHOUT MCC,Other,MVP Essential,10547.932
7,New York-Presbyterian Hospital,MSDRG,917,POISONING AND TOXIC EFFECTS OF DRUGS WITH MCC,Other,MVP Essential,55170.2478461538
7,New York-Presbyterian Hospital,MSDRG,918,POISONING AND TOXIC EFFECTS OF DRUGS WITHOUT MCC,Other,MVP Essential,13338.0505
7,New York-Presbyterian Hospital,MSDRG,919,COMPLICATIONS OF TREATMENT WITH MCC,Other,MVP Essential,95853.9737142857
7,New York-Presbyterian Hospital,MSDRG,920,COMPLICATIONS OF TREATMENT WITH CC,Other,MVP Essential,41431.616
7,New York-Presbyterian Hospital,MSDRG,921,COMPLICATIONS OF TREATMENT WITHOUT CC/MCC,Other,MVP Essential,11398.824
7,New York-Presbyterian Hospital,MSDRG,922,"OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES WITH MCC",Other,MVP Essential,38290.404
7,New York-Presbyterian Hospital,MSDRG,923,"OTHER INJURY, POISONING AND TOXIC EFFECT DIAGNOSES WITHOUT MCC",Other,MVP Essential,13356.1752
7,New York-Presbyterian Hospital,MSDRG,927,EXTENSIVE BURNS OR FULL THICKNESS BURNS WITH MV >96 HOURS WITH SKIN GRAFT,Other,MVP Essential,141806.9581843076
7,New York-Presbyterian Hospital,MSDRG,928,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITH CC/MCC,Other,MVP Essential,42534.8485714286
7,New York-Presbyterian Hospital,MSDRG,929,FULL THICKNESS BURN WITH SKIN GRAFT OR INHALATION INJURY WITHOUT CC/MCC,Other,MVP Essential,36562.8624
7,New York-Presbyterian Hospital,MSDRG,933,EXTENSIVE BURNS OR FULL THICKNESS BURNS WITH MV >96 HOURS WITHOUT SKIN GRAFT,Other,MVP Essential,21928.4999367356
7,New York-Presbyterian Hospital,MSDRG,934,FULL THICKNESS BURN WITHOUT SKIN GRAFT OR INHALATION INJURY,Other,MVP Essential,14498.6566917749
7,New York-Presbyterian Hospital,MSDRG,935,NON-EXTENSIVE BURNS,Other,MVP Essential,19246.1508
7,New York-Presbyterian Hospital,MSDRG,939,O.R. PROCEDURES WITH DIAGNOSES OF OTHER CONTACT WITH HEALTH SERVICES WITH MCC,Other,MVP Essential,55087.1201430022
